UCL_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
UCL215080,3,0,0,0,3,0,0,3,53,0,0,0,55,0,0,0,55,0,0,55,117,11,5,0,141,0,0,0,141,20,0,164,23,7,0,0,33,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,194,23,4,6,229,0,0,0,229,20,0,250,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,202,23,4,6,232,0,0,0,232,20,0,251,76,11,10,0,98,0,5,5,100,16,0,116,0,0,0,0,0,6,0,6,6,0,3,8,277,34,15,6,328,6,5,5,338,36,3,378
UCL215081,0,0,0,0,0,0,0,4,124,19,0,0,144,3,0,3,147,0,0,150,280,18,6,0,310,5,0,5,314,8,0,320,29,0,13,0,43,0,0,0,43,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,440,39,20,0,499,13,0,13,506,8,0,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,39,20,0,499,13,0,13,506,8,0,515,98,8,0,0,106,6,0,6,114,22,0,134,4,0,0,0,4,0,0,0,4,0,0,4,536,50,20,0,608,13,0,13,619,24,0,652
UCL215082,14,0,0,0,14,0,0,13,105,13,4,4,126,0,0,0,123,12,0,134,215,29,8,0,254,0,0,0,253,3,0,255,46,0,7,0,49,0,0,0,49,3,0,54,0,0,0,0,4,0,0,0,4,0,0,5,364,40,21,6,432,0,0,3,435,14,0,453,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,371,40,21,6,435,0,0,3,435,14,0,451,75,9,3,0,86,0,0,0,86,9,0,94,0,0,0,0,0,0,0,0,0,0,0,0,442,43,22,6,522,0,0,3,525,28,3,551
UCL215083,0,0,0,0,0,0,0,0,52,9,0,4,66,0,0,0,66,0,0,66,99,11,0,6,113,0,0,0,113,5,0,120,9,0,6,0,13,0,0,0,13,0,0,13,3,0,0,0,4,0,0,0,4,0,0,4,160,19,8,10,199,0,0,0,199,5,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,19,8,10,199,0,0,0,199,5,0,199,34,0,0,7,43,0,0,0,43,5,0,45,0,0,0,0,0,0,0,0,0,0,0,0,192,19,8,14,234,0,0,0,234,10,0,243
UCL215084,0,0,0,0,0,0,0,0,29,3,7,0,45,5,0,5,47,5,0,52,74,10,0,0,82,0,0,0,82,4,0,86,6,0,6,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,106,13,12,3,140,5,0,5,143,10,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,13,12,3,137,5,0,5,142,10,0,150,15,8,0,0,22,0,0,0,22,9,0,33,0,0,0,0,0,0,0,0,0,0,0,0,125,24,12,3,161,5,0,5,167,19,0,188
UCL215085,4,0,0,0,4,0,0,4,66,0,5,0,76,0,0,0,76,10,0,80,95,9,10,0,104,0,0,0,104,3,0,115,15,3,4,0,26,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,179,11,22,0,210,0,0,0,210,10,0,214,7,3,0,0,6,0,0,0,6,0,0,6,3,0,0,0,3,0,0,0,3,0,0,3,8,3,0,0,6,0,0,0,6,0,0,6,185,15,22,0,216,0,0,0,216,10,0,226,28,0,4,3,32,0,0,0,32,0,0,30,0,0,0,0,0,0,0,0,0,0,4,4,212,15,27,3,252,0,0,0,252,11,4,262
UCL215086,13,0,0,0,13,0,0,13,152,16,3,0,172,0,0,0,173,10,0,183,241,24,4,9,281,10,0,10,291,12,0,298,42,7,0,0,48,0,0,0,48,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,430,53,7,12,501,9,0,9,512,25,0,534,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,440,53,7,12,506,9,0,9,511,25,0,536,95,20,0,0,117,0,0,0,117,9,0,123,0,0,0,0,0,0,0,0,0,0,3,3,528,70,7,15,630,9,0,9,636,29,3,665
UCL215087,5,0,0,0,5,0,0,5,64,0,0,4,70,0,0,0,70,3,0,72,147,12,4,0,167,0,0,0,167,7,0,179,14,4,0,0,19,0,0,0,19,0,0,19,0,0,0,0,3,0,0,0,3,0,0,3,224,19,7,7,255,0,0,0,255,11,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,225,19,7,7,262,0,0,0,262,11,0,269,48,3,0,3,59,0,0,0,59,20,0,76,0,0,0,0,0,0,0,0,0,0,0,0,280,22,7,12,321,0,0,0,321,26,0,350
UCL215088,3,0,0,0,3,0,0,3,36,12,0,0,47,0,0,0,47,4,0,49,51,17,0,0,74,0,0,0,74,16,0,85,9,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,98,24,3,0,129,0,0,0,129,24,0,148,0,0,5,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,7,0,0,7,95,24,8,0,129,0,0,0,129,24,0,155,33,5,0,0,39,0,0,0,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,131,28,8,0,170,0,0,0,170,23,0,194
UCL215089,0,0,0,0,0,0,0,0,42,4,0,0,49,0,0,0,49,4,0,55,93,14,0,3,112,0,0,0,112,0,0,112,18,0,8,0,22,0,0,0,22,0,0,22,0,0,0,3,4,0,0,0,4,0,0,4,146,25,8,10,183,0,0,0,183,3,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,25,8,10,183,0,0,0,183,3,0,190,21,3,0,0,32,0,0,0,32,13,0,41,0,0,0,0,0,0,0,0,0,0,0,0,175,24,8,10,215,0,0,0,215,21,0,232
UCL215090,6,0,0,0,6,0,0,6,35,10,3,0,46,0,0,0,46,3,0,55,102,16,0,4,123,0,0,0,123,5,0,128,22,4,0,0,26,0,0,0,26,0,0,26,0,0,0,3,6,0,0,0,6,0,0,6,165,25,4,5,196,0,0,0,196,11,0,209,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,166,25,4,5,198,0,0,0,198,11,0,216,45,0,4,4,50,0,0,0,50,14,0,64,3,0,0,0,3,0,0,0,3,0,0,3,215,25,12,9,259,0,0,0,259,30,0,283
UCL215091,20,0,0,0,20,0,0,22,73,15,0,0,89,0,0,0,89,5,0,97,136,11,0,0,147,0,4,4,147,3,0,151,6,0,0,0,9,0,0,0,9,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,213,31,4,0,244,0,4,4,249,7,0,258,8,0,0,0,8,0,0,0,8,0,0,8,6,0,0,0,6,0,0,0,6,0,0,6,13,0,0,0,13,0,0,0,13,0,0,13,223,31,4,0,256,0,4,4,255,7,0,267,51,11,0,0,55,0,0,0,55,7,3,66,4,0,0,0,4,0,0,0,4,0,0,4,271,40,0,0,314,0,4,4,321,17,3,335
UCL215092,7,0,0,0,7,0,0,7,185,24,12,0,217,0,0,0,216,16,0,236,346,46,4,0,405,3,5,5,407,17,0,420,51,7,7,0,59,0,0,0,63,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,580,80,22,0,680,5,3,10,689,31,0,725,3,0,0,0,5,5,0,5,5,0,0,5,11,0,0,0,6,0,0,0,6,0,0,6,14,0,0,0,14,5,0,5,19,0,0,19,596,79,22,0,698,8,3,9,705,31,0,745,112,11,0,0,127,0,4,4,130,11,0,138,5,0,0,0,5,0,0,0,5,0,0,5,708,92,22,0,827,8,4,15,847,41,0,885
UCL215093,7,0,0,0,7,0,0,7,88,11,0,0,109,0,0,0,110,11,0,121,359,32,10,0,398,0,5,3,401,24,0,422,38,3,4,5,46,0,0,0,46,5,0,50,16,0,0,5,17,0,0,0,17,0,0,17,501,51,13,6,568,4,5,6,569,34,0,609,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,16,0,0,16,19,0,0,0,19,0,0,0,19,0,0,19,519,51,13,6,590,4,5,6,593,34,0,631,160,23,11,8,199,9,0,9,202,13,0,218,0,0,0,0,0,0,0,0,0,0,0,0,682,67,19,12,788,5,5,9,799,50,0,849
UCL215094,3,0,0,0,3,0,0,3,50,10,0,0,56,4,0,6,61,5,0,66,47,23,0,0,71,0,0,0,71,0,0,70,4,0,5,0,10,0,0,0,10,0,0,10,0,0,4,4,5,0,0,0,5,0,0,5,100,30,4,4,144,4,0,6,143,7,0,149,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,104,30,4,4,141,4,0,6,149,7,0,155,18,0,0,0,18,0,0,0,18,19,0,33,0,0,0,0,0,0,0,0,0,0,0,0,122,30,4,4,161,4,0,6,167,24,0,188
UCL215095,0,0,0,0,0,0,0,0,25,10,0,0,35,0,0,0,35,0,0,34,54,9,0,0,61,4,4,9,72,11,0,77,7,6,3,0,15,0,0,0,15,0,0,15,0,0,0,0,3,0,0,0,3,0,0,3,84,20,6,0,114,4,4,9,118,11,0,128,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,6,0,0,0,6,0,0,0,6,0,0,6,95,20,6,0,120,4,4,9,124,11,0,131,18,0,3,5,26,0,0,0,23,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,112,20,6,3,148,5,4,10,152,11,0,164
UCL215096,6,0,0,0,6,0,0,6,96,9,5,0,108,0,0,0,108,9,0,117,220,20,0,0,235,0,0,0,235,4,0,239,28,0,0,0,28,0,0,0,28,0,0,28,0,0,0,5,4,0,0,0,4,0,3,9,337,28,5,8,374,0,0,0,374,7,3,384,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,6,0,0,0,5,0,0,0,5,0,0,5,350,30,5,8,385,0,0,0,385,7,3,395,62,0,0,0,62,0,0,0,62,5,0,67,0,0,0,0,0,0,0,0,0,0,0,0,406,27,5,8,443,0,0,0,443,12,3,463
UCL215097,4,0,0,0,4,0,0,4,71,22,0,0,94,5,0,3,99,9,0,104,203,49,7,9,268,0,0,0,272,0,0,272,34,4,11,0,40,0,0,0,40,0,0,40,0,0,0,10,7,0,0,0,7,0,0,7,303,78,21,16,414,0,0,6,417,9,0,423,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10,0,0,0,10,0,0,10,8,0,4,0,10,0,0,0,9,0,0,9,311,78,20,16,420,3,0,9,430,9,0,431,72,12,3,0,84,0,5,5,88,10,0,92,0,0,0,0,0,0,0,0,0,0,5,5,378,87,28,16,506,3,5,6,515,12,5,529
UCL215098,0,0,0,0,0,0,0,0,38,4,0,0,42,0,0,0,42,3,0,47,66,18,0,0,88,0,0,0,88,0,0,90,14,4,0,0,22,0,0,0,22,0,0,22,7,0,0,0,7,0,0,0,7,0,0,7,122,21,0,3,153,0,0,0,153,5,0,158,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,5,0,0,5,130,21,0,3,157,0,0,0,157,5,0,162,46,0,0,0,49,0,0,0,49,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,175,24,0,3,204,0,0,0,204,9,0,210
UCL215099,0,0,0,0,0,0,0,0,35,3,5,0,42,0,0,0,42,4,0,45,60,6,0,3,73,0,0,0,73,4,0,81,0,9,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,92,26,5,3,124,0,0,0,124,5,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,26,5,3,124,0,0,0,124,5,0,132,22,7,3,0,36,0,0,0,36,10,0,44,0,0,0,0,0,0,0,0,0,0,0,0,120,26,8,3,162,0,0,0,162,18,0,182
UCL215100,0,0,0,0,0,0,0,0,26,6,0,0,29,0,0,0,29,0,0,25,33,15,0,0,54,0,0,0,54,0,0,54,3,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,67,17,0,0,86,0,0,0,86,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,4,0,8,3,0,0,0,3,0,0,0,3,4,0,8,70,17,0,0,86,0,0,0,86,7,0,98,19,7,0,0,27,0,0,0,27,9,0,35,0,0,0,0,0,0,0,0,0,0,0,0,85,25,0,0,119,0,0,0,119,15,0,125
UCL221001,0,0,0,0,0,0,0,0,26,0,0,3,30,0,0,0,30,0,0,32,63,6,0,3,71,0,0,0,71,0,0,71,10,0,0,0,10,0,0,0,10,0,0,10,3,0,0,0,3,0,0,0,3,0,0,3,102,8,0,4,114,0,0,0,114,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,8,0,4,114,0,0,0,114,0,0,116,8,3,5,0,16,0,0,0,16,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,107,11,3,4,132,0,0,0,132,3,0,133
UCL221002,0,0,0,0,0,0,0,0,26,4,0,0,29,0,0,0,29,5,0,37,33,0,0,0,37,0,0,0,37,0,0,37,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,63,6,0,0,72,0,0,0,72,5,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,6,0,0,72,0,0,0,72,5,0,78,20,5,0,5,27,0,0,0,27,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,86,10,0,5,96,0,0,0,96,9,0,110
UCL221003,0,0,0,0,0,0,0,0,21,0,0,0,21,0,0,0,21,0,0,21,41,7,0,0,50,0,0,0,50,0,0,48,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,69,7,0,0,81,0,0,0,81,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,7,0,0,81,0,0,0,81,0,0,79,12,0,0,0,12,0,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,86,7,0,0,91,0,0,0,91,3,0,92
UCL221004,5,0,0,0,5,0,0,7,86,6,3,0,98,3,0,3,94,12,0,104,127,17,5,6,156,0,0,0,156,0,0,156,5,9,0,0,8,0,0,0,8,0,0,8,9,4,0,0,6,0,0,0,6,0,0,6,222,41,8,6,272,3,0,3,277,12,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,41,8,6,273,3,0,3,278,12,0,285,32,12,0,0,46,0,0,0,47,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,254,46,8,5,319,5,0,5,320,16,0,333
UCL221005,0,0,0,0,0,0,0,0,29,5,0,3,33,0,0,0,33,0,0,33,31,0,0,0,32,0,0,0,32,0,0,34,9,0,0,0,6,0,0,0,6,0,0,6,0,4,0,0,4,0,0,0,4,0,0,4,59,9,4,3,79,0,0,0,79,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,9,4,3,79,0,0,0,79,0,0,81,17,0,0,0,17,0,0,0,17,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,77,9,4,3,97,0,0,0,97,9,0,109
UCL221006,0,0,0,0,0,0,0,0,17,3,0,0,21,0,0,0,21,0,0,21,69,14,0,0,77,0,0,0,77,0,0,79,9,0,0,0,9,0,0,0,9,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,86,12,0,0,104,0,0,0,104,4,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,12,0,0,104,0,0,0,104,4,0,105,10,6,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,94,21,0,0,117,0,0,0,117,4,0,117
UCL221007,0,0,0,0,0,0,0,0,14,8,3,0,17,0,0,0,17,4,0,24,19,11,0,0,32,0,0,0,32,0,0,32,7,0,0,0,7,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0,3,0,0,3,44,18,3,0,57,0,0,0,57,4,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,18,3,0,57,0,0,0,57,4,0,65,13,0,0,0,13,0,0,0,16,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,57,18,3,0,76,0,0,0,75,9,0,82
UCL221008,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,9,0,0,16,31,8,0,0,37,0,0,0,37,3,0,38,13,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,52,7,0,0,59,0,0,0,59,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,7,0,0,59,0,0,0,59,0,0,67,16,0,0,0,17,0,0,0,17,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,66,10,0,0,80,0,0,0,80,8,0,86
UCL221009,0,0,0,0,0,0,0,0,23,7,0,0,22,5,0,5,29,0,0,29,32,0,4,0,41,0,0,0,41,0,0,41,7,0,4,0,6,0,0,0,6,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,59,7,4,0,74,5,0,5,77,3,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,7,4,0,74,5,0,5,77,3,0,81,8,0,4,3,18,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,74,3,6,4,92,5,0,5,100,3,0,103
UCL221010,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,7,0,10,44,3,4,0,49,0,0,0,49,0,0,49,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,3,0,56,0,0,0,56,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,3,0,56,0,0,0,56,3,0,59,10,5,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,53,7,3,3,72,0,0,0,72,3,0,74
UCL221011,0,0,0,0,0,0,0,0,29,4,0,0,34,3,4,3,35,0,0,34,72,5,0,0,75,0,0,0,75,5,0,81,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,109,12,0,0,124,3,4,3,125,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,12,0,0,124,3,4,3,125,0,0,126,5,0,0,0,6,5,0,5,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,118,9,0,0,129,9,4,10,137,0,0,141
UCL221012,0,0,0,0,0,0,0,0,35,8,0,0,39,0,0,0,39,5,0,44,34,0,0,0,38,0,0,0,38,0,0,38,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,78,8,0,0,86,0,0,0,86,5,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,8,0,0,86,0,0,0,86,5,0,85,10,5,0,0,12,0,0,0,12,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,81,10,0,0,99,0,0,0,99,4,0,102
UCL221013,0,0,0,0,0,0,0,0,15,5,0,0,18,0,0,0,18,0,0,18,41,9,0,0,49,0,0,0,49,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,12,0,0,69,0,0,0,69,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,12,0,0,69,0,0,0,69,0,0,69,20,0,0,5,27,0,0,0,27,5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,72,12,0,4,89,0,0,0,93,5,0,98
UCL221014,0,0,0,0,0,0,0,0,21,0,0,0,22,0,0,0,22,11,0,30,45,9,3,0,54,0,0,0,54,3,0,59,12,0,3,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,71,9,6,0,90,0,0,0,90,14,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,9,6,0,90,0,0,0,90,14,0,104,7,5,0,0,11,0,0,0,11,9,0,21,0,0,0,0,0,0,0,0,0,0,3,3,76,11,6,0,102,0,0,0,102,23,3,121
UCL221015,0,0,0,0,0,0,0,0,19,0,0,0,21,0,0,0,21,0,0,21,36,0,0,0,38,0,0,0,38,0,0,43,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,60,9,0,0,62,0,0,0,62,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,9,0,0,67,0,0,0,67,0,0,71,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,69,9,0,0,71,0,0,0,71,0,0,73
