SAL_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
SAL20022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,22,13,9,63,0,0,4,4,7,22,13,9,63,127,102,127,156,192,188,111,26,1017,15,5,4,5,13,9,6,0,58,140,110,135,169,208,219,134,34,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,6,23,0,0,0,0,0,12,3,6,23,105,107,140,163,207,245,134,55,1159,9,14,4,10,9,10,8,5,68,115,120,150,170,217,266,148,68,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,11,33,17,17,88,0,3,4,8,11,33,17,17,88,230,215,265,319,395,436,244,75,2177,24,20,5,20,15,18,17,8,123,249,231,279,337,418,488,280,96,2386
SAL20023,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,5,14,13,25,33,48,38,20,192,5,16,13,28,33,48,38,20,199,817,651,710,670,478,410,206,41,3976,20,35,18,33,22,16,9,9,160,835,696,736,729,531,481,255,65,4336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,0,0,26,0,4,0,5,17,0,0,0,27,816,673,890,764,615,502,260,71,4596,36,28,24,13,25,12,15,4,157,847,699,920,789,655,514,273,76,4780,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,11,13,31,47,49,38,15,219,6,17,12,35,47,49,38,15,229,1629,1324,1602,1431,1098,912,470,107,8570,54,58,41,50,44,32,26,13,316,1690,1398,1657,1517,1182,994,533,144,9116
SAL20024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,6,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,3,9,9,0,0,16
SAL20025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,10,3,3,7,0,33,0,0,0,0,0,0,0,0,3,3,0,8,6,3,7,7,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,3,0,0,25,0,0,0,0,0,0,0,0,3,0,0,3,16,0,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,0,9,16,8,6,4,0,57,0,0,3,4,0,3,0,0,11,6,3,14,24,6,10,4,0,71
SAL20026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,9,4,0,0,29,0,0,0,0,0,0,0,0,0,0,4,0,7,9,8,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,9,5,0,0,25,0,0,0,0,0,0,0,4,4,4,5,0,3,9,5,0,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,12,16,9,0,0,55,0,0,0,0,0,0,0,4,5,3,5,0,12,16,10,0,4,61
SAL20027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,5,0,11,9,3,15,24,17,12,7,0,92,5,3,0,4,3,0,0,0,17,10,7,19,30,21,16,12,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,18,23,24,14,7,0,101,3,0,0,4,0,0,0,0,13,12,7,16,29,24,13,8,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,4,0,0,5,0,10,23,8,31,47,42,28,12,0,189,10,3,5,10,6,3,0,0,31,28,13,39,59,44,32,20,0,233
SAL20028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,20,0,0,0,3,0,8,3,0,20,67,75,75,83,101,81,23,0,505,6,4,0,8,7,8,4,0,32,71,74,78,91,108,96,30,9,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,69,92,106,85,83,33,13,548,4,3,3,4,9,4,4,0,29,74,73,99,118,95,89,39,13,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,20,0,0,0,0,0,7,3,0,27,135,141,166,196,185,158,57,16,1052,11,6,12,11,12,15,5,0,63,145,148,177,210,202,180,70,17,1143
SAL20029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,5,11,12,16,19,3,0,0,70,0,0,0,0,0,0,0,0,3,4,5,12,23,21,10,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,13,21,9,12,3,0,76,0,0,0,3,0,0,0,0,7,7,4,16,22,9,14,3,4,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,16,12,26,37,31,17,4,5,144,0,0,0,3,0,3,0,0,9,15,10,23,45,33,23,4,5,159
SAL20030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,7,14,0,6,8,6,15,5,0,60,3,0,0,0,4,0,0,0,8,19,0,9,12,15,17,5,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,16,6,11,0,0,60,0,0,0,0,0,3,0,0,3,0,3,8,13,6,16,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,7,15,8,18,23,17,27,5,0,122,3,0,0,0,5,3,0,0,16,16,8,23,27,21,33,8,0,140
SAL20031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,18,13,16,4,0,67,0,0,0,0,0,3,0,0,15,11,6,7,21,19,22,8,4,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,8,16,14,11,13,0,64,0,0,3,3,3,0,0,0,13,7,9,8,23,13,12,13,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,0,5,15,10,12,32,22,27,12,0,133,4,0,6,3,8,3,0,0,23,19,11,20,43,31,29,12,4,162
SAL20032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,6,0,0,6,18,0,0,0,0,0,0,0,0,0,3,3,4,3,6,0,0,6,18
SAL20033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,5,0,5,3,0,21,0,0,0,0,0,0,0,0,3,4,8,6,5,0,7,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,8,5,0,0,23,0,0,0,0,0,0,0,0,6,4,6,0,6,8,5,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,6,4,9,9,0,0,51,0,0,0,0,0,0,0,0,7,7,8,6,3,9,10,3,0,55
SAL20034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,6,5,15,5,3,50,0,0,13,11,9,15,5,3,52,306,400,370,382,329,215,91,28,2111,17,28,12,12,19,12,3,0,105,328,430,393,401,353,239,94,31,2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,4,0,0,0,0,9,344,469,404,420,398,246,120,61,2465,9,25,15,8,18,5,0,0,78,355,491,421,429,417,253,120,61,2552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,17,12,9,15,5,3,61,0,0,17,7,9,15,5,3,57,656,873,767,800,722,465,207,90,4580,29,48,28,22,37,15,3,0,190,683,922,813,833,775,494,218,97,4823
SAL20035,0,4,8,5,0,0,0,0,13,0,0,0,0,4,0,0,0,8,0,6,19,18,35,40,47,16,185,0,11,25,24,39,40,47,16,206,415,565,859,759,610,459,279,101,4046,22,34,56,32,28,16,18,5,212,440,609,941,820,672,518,343,129,4468,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,6,4,6,3,3,0,25,0,4,9,4,6,3,3,0,34,460,721,935,822,651,592,386,196,4764,16,39,40,37,26,28,21,12,218,475,762,982,863,680,626,410,214,5015,0,4,5,5,0,0,0,0,17,0,5,0,0,4,0,0,0,4,0,8,24,24,44,43,50,21,214,3,17,34,31,45,43,50,21,241,879,1286,1794,1586,1262,1054,664,301,8813,34,75,94,70,51,42,38,20,434,915,1376,1919,1683,1357,1135,750,345,9484
SAL20036,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,7,25,27,45,53,39,12,215,5,8,32,31,49,53,39,12,232,909,1215,1186,1085,1120,847,351,117,6823,53,83,66,55,39,36,13,7,357,957,1304,1281,1175,1214,938,407,143,7408,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,5,0,6,0,5,12,5,5,0,30,0,6,4,6,12,5,5,0,37,857,1202,1310,1228,1306,1021,488,250,7666,37,75,62,48,43,45,25,10,340,896,1283,1376,1286,1358,1066,515,260,8045,0,3,0,0,0,0,0,0,13,0,0,7,0,0,0,0,0,11,0,13,25,35,60,58,41,17,243,5,12,36,41,65,58,41,17,269,1766,2416,2492,2313,2421,1869,840,366,14486,88,159,127,104,83,81,40,15,693,1857,2588,2659,2459,2569,2003,919,402,15453
SAL20037,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,4,12,18,8,9,13,18,86,0,4,14,24,12,9,13,18,99,524,934,955,682,485,394,359,181,4520,33,90,61,41,23,17,35,23,325,562,1020,1037,747,521,426,404,220,4945,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,0,0,4,8,0,0,0,0,12,563,937,988,710,487,518,552,297,5049,29,79,48,39,24,20,46,41,331,592,1022,1040,758,515,539,596,334,5398,0,0,0,3,0,0,0,0,9,0,4,3,4,0,0,0,0,9,0,4,16,23,9,9,12,18,97,0,8,19,27,14,9,12,18,110,1091,1871,1943,1396,976,913,909,475,9569,66,168,111,82,49,34,81,66,659,1153,2047,2077,1508,1035,962,999,561,10339
SAL20038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,4,8,3,4,17,0,4,4,50,0,0,0,0,0,0,0,0,5,4,7,3,8,21,5,4,4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,7,9,10,0,5,0,48,0,0,0,0,4,0,0,0,11,13,7,7,8,15,4,5,6,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,6,0,0,6,14,13,11,11,34,11,4,3,95,0,0,0,3,3,3,0,0,12,14,14,11,15,37,12,4,6,111
SAL20039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,8,0,0,16,0,0,0,0,0,0,3,0,5,4,0,0,0,4,9,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,6,6,0,0,23,0,0,0,0,0,0,0,0,5,0,4,3,4,7,10,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,5,16,11,0,0,43,0,0,0,4,0,0,3,0,5,9,5,7,5,18,17,3,0,58
SAL20040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4
SAL20041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,3,9,3,9,6,18,19,13,0,86,0,0,0,0,3,3,0,0,10,9,3,9,10,19,26,10,5,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,14,22,27,9,5,97,0,0,0,0,0,3,0,0,0,6,6,12,17,22,26,9,5,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,3,24,10,24,20,44,49,21,5,190,0,0,0,0,3,6,3,0,7,24,10,24,26,44,51,20,4,203
SAL20042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,0,6,22,0,0,0,3,7,10,0,6,22,29,30,37,48,57,34,14,4,249,0,3,3,5,3,3,0,0,21,25,39,40,54,69,47,11,8,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,4,0,0,0,5,42,33,39,48,47,40,16,3,266,5,3,8,6,4,3,0,0,24,44,33,47,59,57,40,16,6,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,10,0,6,26,0,0,3,3,6,10,0,6,26,64,66,74,97,104,74,25,7,517,6,11,11,10,10,4,0,0,44,74,71,85,110,121,90,26,11,589
SAL20043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,5,0,0,11,9,5,0,33,0,0,0,0,0,0,0,0,0,0,5,0,0,11,8,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,5,7,13,0,0,40,0,0,0,0,0,0,0,0,0,5,4,3,5,11,13,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,5,4,4,14,18,21,9,0,73,0,0,3,0,3,0,0,0,3,5,4,11,14,24,25,9,0,82
SAL20044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,4,5,3,0,18,0,0,0,0,0,0,0,0,0,6,0,4,6,4,5,3,0,20
SAL20045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,9,0,0,0,0,4,3,0,0,9,0,0,0,3,5,11,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,3,0,0,0,0,5,0,0,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,16,0,0,0,6,4,4,3,0,10,0,0,0,5,5,11,0,0,31
SAL20046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,7,25,22,9,66,0,0,7,0,3,25,22,9,67,119,108,148,162,230,251,125,25,1166,5,14,6,10,12,22,10,0,82,125,119,163,179,249,297,157,35,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,9,0,0,0,0,0,4,3,3,9,102,131,159,182,280,291,139,58,1345,5,8,10,9,17,20,7,6,77,101,139,172,190,291,319,151,75,1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,9,23,25,10,73,0,0,7,0,3,23,25,10,76,218,238,304,342,511,551,262,86,2518,8,22,18,22,26,36,17,10,160,229,254,333,361,543,613,306,102,2751
SAL20047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,3,0,3,0,0,21,0,0,0,0,0,0,0,0,0,4,3,9,3,3,9,3,0,29
SAL20048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,3,4,0,0,20,0,0,0,0,0,0,0,0,0,0,5,6,0,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,0,11,5,7,0,38,0,0,0,0,0,0,0,0,5,5,9,7,3,11,5,7,0,43
SAL20049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,8,29,0,0,0,0,3,12,3,8,29,56,81,69,104,146,136,54,7,651,9,11,13,15,19,17,5,5,86,64,95,83,118,165,160,66,17,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,73,86,109,146,143,72,27,702,0,7,9,13,8,14,14,8,75,54,85,95,120,149,159,83,34,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,11,3,8,33,0,0,7,5,3,11,3,8,31,108,155,160,209,284,278,125,37,1353,9,21,20,22,27,32,14,12,165,118,177,181,238,309,319,143,54,1546
