SAL_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL22058,20,23,16,9,41,32,8,13,0,158
SAL22059,3,0,0,0,7,10,0,3,0,22
SAL22060,5,6,3,0,8,14,3,10,9,49
SAL22061,5,5,4,3,17,14,19,11,0,72
SAL22062,53,18,31,29,39,61,51,33,6,322
SAL22063,0,0,0,0,0,0,7,0,0,7
SAL22064,72,40,27,56,60,50,37,10,0,360
SAL22065,31,29,22,18,34,38,35,18,6,230
SAL22066,22,18,20,20,24,57,32,13,5,206
SAL22067,0,0,4,0,0,7,3,0,0,14
SAL22068,3,3,0,5,5,9,8,12,0,52
SAL22069,7,3,0,0,3,0,0,0,0,6
SAL22070,3,0,4,0,0,8,0,3,0,29
SAL22071,0,5,0,0,4,0,9,6,0,17
SAL22072,41,21,18,22,22,36,24,3,7,191
SAL22073,3,0,3,9,5,8,6,0,0,40
SAL22074,66,28,28,42,45,29,20,18,0,267
SAL22075,5,4,3,0,0,12,8,4,0,32
SAL22076,0,0,0,0,3,0,0,0,0,4
SAL22077,64,25,48,49,38,50,43,27,9,365
SAL22078,43,24,6,28,31,27,13,17,0,189
SAL22079,8,3,0,3,4,0,0,0,0,16
SAL22080,11,7,0,11,3,11,13,6,0,66
SAL22081,17,11,15,14,14,21,25,12,3,132
SAL22082,0,3,0,0,0,0,4,0,0,14
SAL22083,0,0,7,3,0,0,6,0,0,12
SAL22084,429,426,180,264,464,380,209,117,107,2575
SAL22085,13,18,9,14,12,5,9,8,0,79
SAL22086,18302,7341,9387,14938,8537,4321,2750,990,211,66781
SAL22087,17,26,18,7,24,34,34,13,0,178
SAL22088,469,239,201,297,373,560,857,556,231,3788
SAL22089,0,0,0,0,0,0,0,0,0,0
SAL22090,0,0,0,0,0,0,0,0,0,5
SAL22091,13,7,5,15,21,6,17,5,0,73
SAL22092,22,0,4,3,8,3,3,4,0,42
SAL22093,6,0,5,0,11,6,8,4,0,48
SAL22094,45,29,30,36,65,63,61,21,3,356
SAL22095,10,3,5,7,5,3,10,0,0,38
SAL22096,3,3,0,7,4,6,3,3,0,26
SAL22097,11,11,7,13,14,7,11,5,4,79
SAL22098,125,71,95,82,79,120,108,38,6,717
SAL22099,13,7,8,14,5,23,11,10,4,88
SAL22100,41,26,23,25,26,29,15,10,0,202
SAL22101,22,3,12,22,21,30,30,12,3,149
SAL22102,174,93,101,123,158,150,129,76,18,1024
SAL22103,37,27,28,32,49,80,98,47,5,403
SAL22104,82,47,53,56,51,59,61,14,10,440
SAL22105,647,278,279,410,419,521,668,364,163,3742
SAL22106,29,13,15,17,15,47,23,8,3,174
SAL22107,2428,1377,2713,3128,2905,2242,1671,924,240,17633
SAL22108,18,7,12,15,20,45,60,29,8,220
SAL22109,425,271,233,319,460,793,1091,641,202,4436
SAL22110,1574,1047,965,1068,1300,1549,1424,755,329,10016
SAL22111,116,64,78,85,86,105,121,32,18,708
SAL22112,83,69,46,67,110,111,92,24,6,619
SAL22113,28,19,24,24,63,157,235,191,38,787
SAL22114,17,10,4,10,20,27,27,7,3,126
SAL22115,28,36,17,19,42,28,22,14,4,214
SAL22116,0,0,0,0,3,0,0,0,0,5
SAL22117,0,7,4,0,3,11,7,3,0,38
SAL22118,1063,1253,3802,2203,1327,1030,751,518,252,12203
SAL22119,6,5,0,3,3,8,7,0,0,37
SAL22120,3,4,0,0,3,10,3,0,0,28
SAL22121,5058,3444,6682,5931,4742,3410,2294,1484,740,33790
SAL22122,259,264,390,254,222,219,225,129,48,2005
SAL22123,48,21,33,17,36,34,33,12,4,236
SAL22124,272,289,267,187,75,16,0,0,0,1108
SAL22125,6,8,0,6,3,7,7,0,0,47
SAL22126,6,0,5,3,0,7,0,0,0,21
SAL22127,52,28,45,31,60,42,22,17,4,292
SAL22128,20,0,3,6,3,6,12,0,0,50
SAL22129,158,82,85,84,131,101,81,39,15,772
SAL22130,110,55,54,72,73,93,75,41,22,598
SAL22131,14,31,12,9,34,52,47,25,9,229
SAL22132,0,0,0,0,0,0,0,0,0,5
SAL22133,60,55,40,36,63,57,32,14,0,354
SAL22134,425,312,289,283,329,339,243,110,35,2365
SAL22135,142,101,75,103,149,293,390,201,64,1516
SAL22136,35,16,11,19,39,43,38,13,10,223
SAL22137,95,46,51,72,60,114,124,71,37,672
SAL22138,19,4,3,11,13,10,18,8,0,83
SAL22139,6,3,3,5,0,3,6,0,0,19
SAL22140,5,3,0,0,5,3,3,7,0,31
SAL22141,0,344,881,647,291,100,20,14,0,2295
SAL22142,64,63,25,41,73,74,66,36,3,443
SAL22143,14,6,9,12,8,10,12,5,0,76
SAL22144,52,32,32,26,42,47,40,26,7,296
SAL22145,24,20,21,21,44,102,206,116,27,589
SAL22146,50,37,22,46,46,56,51,17,5,329
SAL22147,959,609,644,636,648,788,562,297,142,5294
SAL22148,167,101,74,87,163,186,169,52,14,1009
SAL22149,97,67,33,54,88,151,132,63,24,708
SAL22150,9,12,7,10,27,20,21,6,0,111
SAL22151,453,369,505,367,322,395,351,179,72,3000
SAL22152,7,4,7,6,21,24,21,17,0,102
SAL22153,17,4,0,6,13,20,10,3,0,67
SAL22154,19,30,25,16,50,64,52,33,4,299
SAL22155,30,16,10,18,37,32,18,5,0,157
SAL22156,5,5,5,9,3,0,4,0,0,28
SAL22157,0,0,0,0,0,0,0,0,0,6
SAL22158,4,0,6,8,5,8,5,0,0,26
SAL22159,18,5,12,14,19,12,5,8,0,102
SAL22160,493,378,204,297,410,449,323,119,40,2695
SAL22161,7958,5233,9460,8024,6424,5178,4003,3075,1753,51096
SAL22162,0,0,0,0,0,0,0,0,0,0
SAL22163,13,4,0,11,5,14,10,3,0,52
SAL22164,85,58,38,66,88,191,232,79,16,836
SAL22165,11,5,12,6,9,8,7,4,0,56
SAL22166,3,3,0,0,0,0,0,0,0,13
SAL22167,0,0,0,0,0,0,0,0,0,3
SAL22168,0,0,5,0,0,5,0,0,0,7
SAL22169,11,0,0,4,0,6,5,3,0,34
SAL22170,2759,2999,9002,4687,3257,2652,1865,968,397,28587
SAL22171,0,0,0,0,0,6,0,3,0,9
SAL22172,851,538,393,539,687,649,483,219,33,4390
SAL22173,0,4,0,3,6,9,7,0,0,31
SAL22174,3251,2056,3192,3114,2373,1875,1594,1084,612,19144
SAL22175,2063,1162,1523,1660,1435,1195,914,560,250,10764
SAL22176,1821,1225,874,1268,1461,1363,1064,668,216,9964
SAL22177,52,33,25,30,35,30,39,13,4,268
SAL22178,150,87,83,118,170,141,172,44,26,994
SAL22179,266,195,320,267,213,138,77,49,15,1532
SAL22180,64,29,32,28,48,49,28,15,4,287
SAL22181,41,12,16,30,13,26,21,3,0,165
SAL22182,0,5,0,0,4,16,19,5,0,49
SAL22183,635,336,625,564,370,413,344,129,74,3497
SAL22184,445,301,244,266,388,496,480,364,167,3154
SAL22185,16,0,6,8,8,18,11,0,0,71
SAL22186,582,282,673,441,259,189,126,33,0,2583
SAL22187,5,0,0,4,0,5,3,0,0,25
SAL22188,0,6,5,3,8,11,11,5,0,43
SAL22189,0,0,0,0,0,0,0,0,0,4
SAL22190,32,16,30,14,20,49,29,8,5,213
SAL22191,32,26,32,28,32,22,22,8,3,208
SAL22192,0,0,15,0,0,9,3,0,0,34
SAL22193,1197,642,801,743,816,719,561,269,57,5797
SAL22194,1645,887,936,1295,1173,942,759,543,435,8616
SAL22195,0,0,0,0,6,7,0,0,0,26
SAL22196,0,0,0,0,0,4,0,0,0,0
SAL22197,26,18,10,9,10,26,18,0,0,128
SAL22198,2159,1326,1453,1518,1734,1946,2103,1526,610,14381
SAL22199,281,162,221,181,208,269,247,135,21,1729
SAL22200,0,0,0,0,0,0,5,0,0,7
SAL22201,26,14,9,12,20,27,23,9,3,141
SAL22202,9,6,6,8,3,14,0,0,0,49
SAL22203,283,149,79,171,219,191,115,24,5,1221
SAL22204,4,4,3,5,3,5,3,0,0,27
SAL22205,0,0,0,0,0,0,5,0,0,10
SAL22206,50,25,20,33,26,33,32,15,4,231
SAL22207,5623,4575,3783,4175,5010,5126,3073,1661,554,33571
SAL22208,5533,4188,3314,3204,3329,2574,1249,581,165,24129
SAL22209,0,6,3,3,6,7,13,3,0,44
SAL22210,35,21,10,20,38,28,22,11,6,187
SAL22211,20,3,11,15,12,43,35,15,0,164
SAL22212,10,8,4,0,3,4,5,8,0,36
SAL22213,14,8,6,9,6,10,13,4,0,64
SAL22214,78,43,53,48,59,115,73,51,20,545
SAL22215,185,90,104,100,195,279,260,147,53,1411
SAL22216,10,6,0,9,14,13,14,9,0,70
SAL22217,434,235,255,267,314,381,398,214,81,2579
SAL22218,0,0,0,0,0,0,0,0,0,0
SAL22219,54,30,18,36,43,58,62,22,6,324
SAL22220,1370,720,857,967,1290,1480,1564,876,314,9438
SAL22221,4,11,0,3,5,4,5,0,0,33
SAL22222,769,599,503,579,828,962,1073,783,236,6328
SAL22223,15,9,14,6,15,13,9,3,0,79
SAL22224,124,88,76,74,82,122,117,39,15,743
SAL22225,12,6,3,5,13,11,15,8,3,72
SAL22226,2579,1546,1798,1658,1741,1749,1705,1061,462,14296
SAL22227,3,6,3,4,4,11,10,0,0,38
SAL22228,4,4,6,5,9,9,15,8,0,57
SAL22229,264,108,133,202,197,309,297,143,57,1700
SAL22230,24,0,7,13,13,25,36,11,0,130
SAL22231,7,0,5,0,0,3,0,0,0,9
SAL22232,1112,553,421,848,827,718,560,153,26,5211
SAL22233,11,6,8,3,22,23,15,3,0,89
SAL22234,1731,1213,832,1297,1748,1580,1262,764,488,10926
SAL22235,37,18,12,23,29,36,26,10,0,200
SAL22236,39,22,19,26,46,70,76,27,6,312
SAL22237,0,0,0,0,0,0,0,0,0,0
SAL22238,89,41,43,61,71,107,98,31,7,543
SAL22239,143,117,86,105,161,161,135,43,9,970
SAL22240,14,13,10,11,18,9,9,3,0,86
SAL22241,181,104,97,115,133,113,95,23,5,855
SAL22242,1051,833,693,913,885,746,603,272,64,6066
SAL22243,15,10,6,6,24,15,18,0,0,105
SAL22244,45,31,9,27,50,32,36,14,3,244
SAL22245,28,21,23,17,28,48,23,12,4,214
SAL22246,92,63,65,48,69,108,96,48,31,619
SAL22247,1047,545,639,825,697,644,353,166,44,4952
SAL22248,0,0,0,0,5,0,5,0,0,15
SAL22249,3032,1589,2352,2682,2445,2036,1682,1016,385,17215
SAL22250,381,191,194,313,331,242,235,135,54,2067
SAL22251,44,30,24,42,48,76,76,26,0,373
SAL22252,23,14,7,19,17,37,28,3,6,161
SAL22253,34,13,14,18,11,16,32,5,0,140
SAL22254,43,30,33,29,34,50,22,11,0,251
SAL22255,1732,1245,1543,1167,1101,1193,1163,746,303,10194
SAL22256,916,413,1013,1039,762,549,267,126,58,5143
SAL22257,110,70,35,69,95,120,69,29,7,614
SAL22258,317,204,165,259,249,212,151,66,12,1626
SAL22259,0,0,0,0,0,0,0,0,0,0
SAL22260,6,0,0,0,4,9,8,0,0,28
SAL22261,49,28,24,31,22,30,22,10,3,222
SAL22262,33,3,13,16,12,22,15,8,0,129
SAL22263,535,327,327,318,347,350,215,109,24,2559
SAL22264,184,91,130,120,118,95,56,32,0,837
SAL22265,992,788,791,666,805,949,888,474,217,6569
SAL22266,42,14,21,23,23,31,27,3,0,186
SAL22267,0,0,0,0,0,0,0,0,0,3
SAL22268,23,7,17,22,23,13,16,7,0,126
SAL22269,0,3,3,0,0,8,10,7,0,38
SAL22270,3,0,0,0,3,7,4,0,0,27
SAL22271,66,50,25,50,69,79,55,30,4,423
SAL22272,61,30,31,34,34,37,27,11,0,263
SAL22273,0,0,0,0,0,0,0,3,0,5
SAL22274,10,8,0,4,19,16,6,7,0,71
SAL22275,6164,3890,4708,3776,3650,3609,3216,2133,928,32067
SAL22276,213,144,119,160,173,174,131,54,18,1192
SAL22277,639,242,277,368,253,136,83,35,17,2048
SAL22278,52,31,27,18,47,45,37,20,3,294
SAL22279,82,30,46,45,67,121,150,84,45,679
SAL22280,3,5,7,6,0,0,0,0,0,28
SAL22281,254,146,152,165,185,188,131,82,21,1323
SAL22282,34,10,7,23,33,70,90,40,15,322
SAL22283,114,84,67,69,83,77,47,33,8,583
SAL22284,0,3,9,0,7,16,5,0,0,39
SAL22285,13,4,0,13,11,14,21,5,0,76
SAL22286,26,9,28,19,38,47,45,31,8,249
SAL22287,4,0,0,0,5,0,0,7,0,19
SAL22288,15,12,0,8,20,9,8,4,0,70
SAL22289,0,6,0,0,9,8,3,3,0,27
SAL22290,89,58,45,67,73,117,78,61,26,609
SAL22291,1737,1113,1028,1233,1208,973,485,250,65,8088
SAL22292,4,0,3,5,3,15,4,0,0,34
SAL22293,41,13,13,30,37,34,53,17,6,245
SAL22294,46,22,31,34,37,79,45,23,7,315
SAL22295,60,47,19,38,67,81,48,5,0,356
SAL22296,6,0,0,4,4,0,15,3,0,32
SAL22297,14,0,0,8,6,14,4,8,0,56
SAL22298,349,284,179,196,247,233,180,72,11,1762
SAL22299,247,152,117,149,175,156,133,48,6,1189
SAL22300,0,0,0,0,0,0,0,0,0,0
SAL22301,138,75,83,98,123,152,91,43,5,820
SAL22302,473,311,429,400,355,362,284,155,40,2813
SAL22303,287,172,102,183,217,327,355,175,36,1857
SAL22304,0,0,0,0,4,0,0,0,0,6
SAL22305,2189,1315,1571,1429,1449,1586,1234,679,316,11767
SAL22306,172,105,89,119,194,335,590,329,68,2013
SAL22307,68,45,62,50,50,60,50,32,8,421
SAL22308,173,110,179,153,125,125,95,44,8,1014
SAL22309,451,171,371,456,305,229,113,55,14,2156
SAL22310,1339,1013,2507,1999,1653,1323,903,531,278,11548
SAL22311,5217,3497,3299,3971,3783,2520,1530,795,380,24989
SAL22312,27,7,14,12,19,13,23,10,0,124
SAL22313,14,6,13,13,6,7,4,0,0,71
SAL22314,1761,2934,8542,4185,2443,2095,1692,1024,360,25028
SAL22315,1348,3307,9417,4209,1741,1313,870,358,65,22631
SAL22316,24,10,9,17,17,16,25,12,0,128
SAL22317,5,7,3,8,3,9,0,3,0,42
SAL22318,6,6,10,3,8,13,6,3,0,53
SAL22319,586,228,430,556,436,266,191,93,27,2820
SAL22320,550,331,292,363,378,445,381,241,108,3092
SAL22321,25,22,14,13,31,38,37,9,6,200
SAL22322,14,12,16,9,19,27,12,3,8,117
SAL22323,4,7,3,7,3,6,7,0,0,35
SAL22324,0,0,0,0,0,0,0,0,0,9
SAL22325,31,31,15,17,53,26,18,13,0,193
SAL22326,76,33,29,31,62,47,57,12,3,349
SAL22327,43,23,10,26,36,18,12,12,0,184
SAL22328,3214,2953,4535,2990,2524,2332,1821,1197,614,22174
SAL22329,2092,1754,1950,1736,1557,1597,1197,649,236,12766
SAL22330,6213,4915,6756,4909,4310,4153,3643,2216,926,38042
SAL22331,694,598,618,481,675,687,627,392,175,4942
SAL22332,185,165,84,134,190,193,155,66,8,1186
SAL22333,211,87,67,128,167,165,115,28,7,974
SAL22334,318,215,241,179,286,331,359,268,118,2318
SAL22335,19,9,0,7,22,16,20,12,0,100
SAL22336,7,0,4,7,3,9,9,3,0,43
SAL22337,14,6,3,7,9,0,5,6,0,44
SAL22338,14,10,6,10,17,10,8,6,0,75
SAL22339,504,317,218,361,356,459,366,200,111,2890
SAL22340,7,4,3,0,6,8,7,0,0,34
SAL22341,7,3,5,0,9,7,0,3,0,40
SAL22342,12,14,13,3,11,27,17,20,0,123
SAL22343,1298,1593,5924,3770,2604,2229,1347,568,159,19490
SAL22344,2060,1362,3097,2165,1484,1085,787,366,168,12571
SAL22345,376,274,541,507,459,390,271,110,28,2951
SAL22346,397,223,318,308,458,675,759,328,81,3542
SAL22347,4,0,9,0,3,8,7,4,5,44
SAL22348,12,4,5,3,5,13,10,6,0,63
SAL22349,68,51,24,34,60,55,56,10,0,368
SAL22350,136,70,99,78,95,138,117,75,25,826
SAL22351,55,31,21,47,36,81,73,22,5,371
SAL22352,11,14,8,14,9,24,9,5,0,105
SAL22353,9,5,7,4,9,5,9,3,0,47
SAL22354,958,640,782,588,714,916,882,518,221,6220
SAL22355,44,28,21,28,45,47,32,23,4,276
SAL22356,7,7,7,4,10,18,7,4,5,61
SAL22357,31,4,9,21,9,14,19,3,0,118
SAL22358,0,0,0,0,0,0,0,0,0,0
SAL22359,10,3,0,8,3,3,9,4,0,41
SAL22360,9,3,0,4,3,5,7,0,0,49
SAL22361,19,6,12,12,11,11,15,4,0,79
SAL22362,13,4,0,0,7,12,9,0,0,45
SAL22363,0,0,0,0,0,0,0,0,0,0
SAL22364,67,30,32,34,38,42,39,22,4,310
SAL22365,0,6,8,0,10,19,5,3,6,65
SAL22366,33,15,6,24,31,28,34,14,0,187
SAL22367,6,9,5,15,15,17,25,5,0,101
SAL22368,3,0,0,4,0,0,0,0,0,11
SAL22369,598,334,391,338,329,381,397,165,48,2980
SAL22370,36,27,17,19,50,53,25,14,0,231
SAL22371,35,27,18,11,28,29,26,5,0,180
SAL22372,43,21,18,20,60,80,81,32,3,351
SAL22373,973,635,579,628,731,783,802,450,185,5756
SAL22374,33,22,18,22,30,19,20,19,0,176
SAL22375,43,21,13,28,38,21,20,0,0,198
SAL22376,1707,819,756,999,891,705,668,241,56,6850
SAL22377,12,5,8,4,15,19,9,5,0,84
SAL22378,12,0,3,4,10,0,5,0,0,33
SAL22379,246,129,127,130,149,130,114,34,13,1072
SAL22380,1693,1273,821,1151,1422,1197,847,387,188,8980
SAL22381,194,130,93,142,159,93,139,73,21,1047
SAL22382,1176,388,1091,807,254,176,77,25,7,3997
SAL22383,34,15,13,16,16,20,27,9,0,158
SAL22384,20,11,10,17,14,19,12,3,0,107
SAL22385,11,13,0,8,14,13,17,9,0,78
SAL22386,9,0,0,3,6,0,3,4,0,20
SAL22387,37,40,16,20,49,53,36,10,0,255
SAL22388,0,0,0,0,4,0,0,0,0,5
SAL22389,47,20,12,30,46,39,22,10,0,234
SAL22390,0,0,0,0,0,0,0,0,0,0
SAL22391,7376,4714,5488,5237,5292,4856,3551,1682,659,38851
SAL22392,53,61,40,37,59,54,31,22,7,368
SAL22393,65,28,34,35,45,45,31,20,0,306
SAL22394,113,47,70,82,51,74,51,15,4,503
SAL22395,1534,1085,1982,1503,1147,930,640,381,229,9445
SAL22396,2010,1532,2046,1548,1501,1441,1026,614,338,12047
SAL22397,3094,2189,3066,2592,2255,1971,1733,1235,412,18552
SAL22398,117,64,67,79,92,138,80,29,4,670
SAL22399,2258,1974,1344,1580,2139,1784,1482,720,368,13655
SAL22400,0,0,0,0,0,8,11,0,0,16
SAL22401,22,22,10,22,18,18,18,6,0,129
SAL22402,0,3,0,0,0,3,0,0,0,3
SAL22403,33,10,10,20,22,27,24,9,5,160
SAL22404,15,7,4,7,13,24,23,8,0,103
SAL22405,2146,1253,1643,1338,1133,1321,1116,813,417,11186
SAL22406,3,0,0,4,0,0,0,0,0,11
SAL22407,0,0,0,0,0,0,0,0,0,0
SAL22408,19,20,22,6,25,19,13,3,0,127
SAL22409,151,46,80,98,92,123,181,72,19,861
SAL22410,21,22,16,28,29,43,43,22,7,227
SAL22411,0,0,0,0,0,0,0,0,0,10
SAL22412,5,0,3,4,0,0,7,0,0,17
SAL22413,36,19,18,19,39,47,34,22,0,232
SAL22414,1752,1475,1725,1391,1445,1309,762,439,284,10578
SAL22415,11,0,0,4,0,3,0,0,0,22
SAL22416,0,0,0,0,0,0,0,0,0,0
SAL22417,23,26,15,19,28,25,17,3,3,160
SAL22418,6,3,0,7,3,6,0,5,0,38
SAL22419,51,39,23,49,47,68,86,31,9,405
SAL22420,3,0,3,0,4,6,6,0,0,30
SAL22421,4,0,0,0,0,0,3,3,0,20
SAL22422,0,0,0,0,6,3,3,3,0,17
SAL22423,34,42,24,27,59,118,86,38,19,452
SAL22424,52,16,13,37,37,29,42,18,0,245
SAL22425,14,7,11,9,8,16,18,0,0,92
SAL22426,194,109,123,104,136,170,156,101,83,1175
SAL22427,7,9,4,9,3,8,0,0,0,39
SAL22428,24,7,10,22,15,20,28,10,0,142
SAL22429,31,26,8,25,29,40,18,15,7,194
SAL22430,110,85,60,67,113,143,109,47,17,748
SAL22431,127,82,40,92,81,75,72,21,9,600
SAL22432,4,0,0,5,0,6,6,0,0,25
SAL22433,57,30,29,31,48,59,50,17,4,325
SAL22434,0,0,0,0,0,0,3,0,0,3
SAL22435,0,0,0,0,0,0,0,0,0,0
SAL22436,27,16,4,19,20,26,18,8,0,139
SAL22437,9,0,7,6,11,4,8,6,0,54
SAL22438,0,4,0,0,3,4,4,0,4,24
SAL22439,13,4,4,9,11,5,0,0,0,46
SAL22440,13,5,3,11,5,8,11,0,0,55
SAL22441,254,92,147,117,94,105,63,43,8,908
SAL22442,0,0,0,0,0,0,0,0,0,0
SAL22443,0,0,0,0,0,0,0,0,0,7
SAL22444,77,63,46,65,70,97,83,29,8,540
SAL22445,0,3,5,0,4,0,0,0,0,15
SAL22446,0,0,0,0,0,9,0,0,0,15
SAL22447,54,52,37,57,89,104,85,33,3,524
SAL22448,3,0,4,4,5,8,7,0,0,32
SAL22449,4,0,3,3,0,8,7,0,0,26
SAL22450,14,10,11,8,30,27,43,16,6,153
SAL22451,16351,6634,11371,12144,4846,2675,1590,639,133,56370
SAL22452,17,4,8,8,14,24,11,0,0,103
SAL22453,4,3,3,3,5,5,3,0,0,25
SAL22454,17,5,5,10,12,21,10,4,0,85
SAL22455,6,0,9,5,4,5,4,0,0,36
SAL22456,0,3,4,3,10,20,19,0,0,69
SAL22457,11,6,3,4,17,9,15,18,0,81
SAL22458,80,49,19,54,72,65,55,24,4,416
SAL22459,0,7,3,0,4,11,5,4,0,25
SAL22460,8,4,5,0,12,15,14,0,0,56
SAL22461,6,0,3,0,6,7,6,0,0,25
SAL22462,60,33,20,30,42,55,73,17,0,328
SAL22463,12,9,10,16,7,14,6,0,0,69
SAL22464,20,8,4,10,6,7,3,4,0,59
SAL22465,69,37,29,57,55,92,97,30,9,462
SAL22466,43,11,20,25,43,64,53,15,0,281
SAL22467,866,482,634,505,619,686,608,410,137,4955
SAL22468,30,17,10,28,24,13,12,0,3,135
SAL22469,37,17,12,21,15,17,8,0,0,130
SAL22470,89,47,38,59,75,124,102,35,13,568
SAL22471,154,72,81,124,138,153,178,93,29,1012
SAL22472,9,0,10,3,7,18,9,18,0,76
SAL22473,3866,2248,1533,2731,2463,1298,804,377,96,15419
SAL22474,2126,2237,1672,1466,2361,2723,1663,701,222,15174
SAL22475,17,0,6,5,7,9,7,0,0,54
SAL22476,344,242,234,281,322,316,212,80,23,2064
SAL22477,5,0,6,0,0,10,0,0,0,23
SAL22478,0,0,0,0,0,3,3,6,0,12
SAL22479,551,251,251,354,329,293,206,64,19,2308
SAL22480,21,4,9,9,11,12,6,9,0,75
SAL22481,0,0,4,0,6,8,3,0,0,21
SAL22482,14,3,7,7,4,0,3,0,0,44
SAL22483,2618,1939,1571,2010,2112,2459,2113,1447,696,16966
SAL22484,2364,1513,1355,1785,2034,1621,1397,1415,614,14098
SAL22485,19,3,6,6,3,6,14,3,0,62
SAL22486,34,9,31,23,25,34,35,12,3,206
SAL22487,9,8,0,3,8,14,7,5,0,60
SAL22488,347,222,232,220,262,359,298,204,105,2254
SAL22489,4,9,0,3,15,20,9,10,4,72
SAL22490,0,8,0,0,8,5,0,0,0,20
SAL22491,0,0,0,0,0,4,0,0,0,8
SAL22492,0,0,0,0,0,5,0,4,0,8
SAL22493,28,14,5,13,19,3,24,4,0,110
SAL22494,20,15,8,6,17,19,4,5,4,93
SAL22495,4,0,0,0,0,3,0,0,0,4
SAL22496,869,496,525,599,661,569,435,222,115,4497
SAL22497,0,0,0,4,0,4,5,0,7,18
SAL22498,19,19,23,17,30,53,54,24,5,243
SAL22499,8,0,0,4,3,5,4,0,0,30
SAL22500,7,10,9,7,13,34,34,16,3,131
SAL22501,203,95,81,122,162,159,154,50,17,1046
SAL22502,22,4,17,14,13,24,13,3,0,110
SAL22503,5,0,0,3,0,3,6,6,0,22
SAL22504,3153,2330,3221,2679,2222,2219,2269,1599,543,20234
SAL22505,0,0,0,0,0,0,0,0,0,0
SAL22506,210,212,310,235,164,205,145,97,30,1606
SAL22507,19,12,4,13,22,23,22,10,0,133
SAL22508,2806,1860,3851,3370,2685,1856,1233,852,495,19005
SAL22509,826,301,929,572,209,150,72,21,0,3066
SAL22510,39,22,16,35,35,61,59,28,9,311
SAL22511,83,50,50,48,60,82,69,23,10,475
SAL22512,3,9,0,0,5,4,4,0,0,27
SAL22513,7,3,6,4,6,13,20,5,0,70
SAL22514,32,24,21,12,28,40,27,8,0,188
SAL22515,0,0,0,0,0,0,0,0,0,0
SAL22516,215,161,89,135,160,179,164,103,50,1250
SAL22517,17,8,4,7,4,5,14,0,0,57
SAL22518,29,12,8,13,12,10,11,3,0,90
SAL22519,4,10,6,9,5,20,10,3,0,68
SAL22520,4,0,0,4,0,3,0,6,0,23
SAL22521,67,34,38,42,45,55,48,26,3,358
SAL22522,13,7,11,4,9,5,6,5,0,63
SAL22523,11,6,9,4,5,18,8,3,0,66
SAL22524,0,0,0,0,0,0,0,0,0,3
SAL22525,41,23,28,33,17,21,10,0,0,175
SAL22526,88,29,37,51,93,118,110,27,0,547
SAL22527,7,0,0,0,0,0,0,0,0,7
SAL22528,403,213,226,190,235,249,255,131,69,1973
SAL22529,0,0,0,0,0,0,0,4,0,5
SAL22530,4,5,9,0,10,9,10,8,0,50
SAL22531,36,26,19,18,48,48,28,17,0,229
SAL22532,3,0,0,3,4,7,0,4,0,23
SAL22533,45,29,28,34,52,58,44,25,5,319
SAL22534,193,80,74,122,129,107,86,32,0,822
SAL22535,23,10,18,6,18,22,11,0,0,110
SAL22536,49,47,39,30,74,63,44,19,0,366
SAL22537,132,110,58,103,129,115,99,55,10,818
SAL22538,50,18,19,24,30,40,28,14,3,221
SAL22539,0,0,0,0,0,0,0,0,0,0
SAL22540,21,7,5,11,7,14,15,8,0,74
SAL22541,20,3,10,18,11,12,5,9,0,88
SAL22542,0,0,0,0,0,0,0,0,0,0
SAL22543,228,122,128,155,115,173,134,24,3,1085
SAL22544,110,57,51,69,72,111,140,73,19,713
SAL22545,10,5,3,8,17,25,23,7,5,107
SAL22546,372,197,160,241,227,229,211,64,22,1722
SAL22547,1396,1498,1870,1361,1530,1678,1746,1226,514,12817
SAL22548,104,58,38,46,86,90,55,26,5,509
SAL22549,0,0,0,0,0,0,0,0,0,0
SAL22550,568,290,331,352,440,449,436,231,79,3178
SAL22551,4155,1830,1884,3043,2602,1982,1916,814,310,18534
SAL22552,6,0,5,9,6,16,5,6,0,51
SAL22553,47,23,30,29,30,48,34,15,0,257
SAL22554,11,7,3,3,12,4,4,0,0,49
SAL22555,3,0,3,3,0,4,0,0,0,23
SAL22556,0,0,0,0,0,0,0,0,0,3
SAL22557,4,0,0,0,0,0,0,0,0,5
SAL22558,16,0,0,4,0,7,5,5,0,46
SAL22559,0,0,0,0,0,0,0,0,0,13
SAL22560,0,0,0,0,0,0,0,0,0,4
SAL22561,0,0,0,0,0,0,0,0,0,0
SAL22562,20,6,5,15,17,10,16,4,0,83
SAL22563,18,3,8,14,12,29,29,16,4,143
SAL22564,9,0,0,7,3,8,3,10,0,37
SAL22565,875,442,492,536,532,474,561,319,129,4349
SAL22566,75,44,33,48,54,77,52,18,10,401
SAL22567,41,31,13,33,59,53,43,23,9,305
SAL22568,10,3,15,5,14,18,8,3,0,83
SAL22569,4992,3033,3806,3347,3048,3330,2890,1727,726,26907
SAL22570,290,205,156,214,299,270,240,88,24,1780
SAL22571,112,94,45,70,87,71,61,12,0,553
SAL22572,181,295,703,376,198,158,139,52,15,2116
