POW_SA2_CODE_2021,M_AgFF_H_0,M_AgFF_H_1_19,M_AgFF_H_20_29,M_AgFF_H_30_34,M_AgFF_H_35_39,M_AgFF_H_40_44,M_AgFF_H_45_49,M_AgFF_H_50ov,M_AgFF_H_NS,M_AgFF_H_Tot,M_Min_H_0,M_Min_H_1_19,M_Min_H_20_29,M_Min_H_30_34,M_Min_H_35_39,M_Min_H_40_44,M_Min_H_45_49,M_Min_H_50ov,M_Min_H_NS,M_Min_H_Tot,M_Mnf_H_0,M_Mnf_H_1_19,M_Mnf_H_20_29,M_Mnf_H_30_34,M_Mnf_H_35_39,M_Mnf_H_40_44,M_Mnf_H_45_49,M_Mnf_H_50ov,M_Mnf_H_NS,M_Mnf_H_Tot,M_EGWWS_H_0,M_EGWWS_H_1_19,M_EGWWS_H_20_29,M_EGWWS_H_30_34,M_EGWWS_H_35_39,M_EGWWS_H_40_44,M_EGWWS_H_45_49,M_EGWWS_H_50ov,M_EGWWS_H_NS,M_EGWWS_H_Tot,M_Const_H_0,M_Const_H_1_19,M_Const_H_20_29,M_Const_H_30_34,M_Const_H_35_39,M_Const_H_40_44,M_Const_H_45_49,M_Const_H_50ov,M_Const_H_NS,M_Const_H_Tot,M_WST_H_0,M_WST_H_1_19,M_WST_H_20_29,M_WST_H_30_34,M_WST_H_35_39,M_WST_H_40_44,M_WST_H_45_49,M_WST_H_50ov,M_WST_H_NS,M_WST_H_Tot,M_RetT_H_0,M_RetT_H_1_19,M_RetT_H_20_29,M_RetT_H_30_34,M_RetT_H_35_39,M_RetT_H_40_44,M_RetT_H_45_49,M_RetT_H_50ov,M_RetT_H_NS,M_RetT_H_Tot,M_AcFd_H_0,M_AcFd_H_1_19,M_AcFd_H_20_29,M_AcFd_H_30_34,M_AcFd_H_35_39,M_AcFd_H_40_44,M_AcFd_H_45_49,M_AcFd_H_50ov,M_AcFd_H_NS,M_AcFd_H_Tot,M_TPW_H_0,M_TPW_H_1_19,M_TPW_H_20_29,M_TPW_H_30_34,M_TPW_H_35_39,M_TPW_H_40_44,M_TPW_H_45_49,M_TPW_H_50ov,M_TPW_H_NS,M_TPW_H_Tot,M_IMT_H_0,M_IMT_H_1_19,M_IMT_H_20_29,M_IMT_H_30_34,M_IMT_H_35_39,M_IMT_H_40_44,M_IMT_H_45_49,M_IMT_H_50ov,M_IMT_H_NS,M_IMT_H_Tot,M_FinIns_H_0,M_FinIns_H_1_19,M_FinIns_H_20_29,M_FinIns_H_30_34,M_FinIns_H_35_39,M_FinIns_H_40_44,M_FinIns_H_45_49,M_FinIns_H_50ov,M_FinIns_H_NS,M_FinIns_H_Tot,M_RHRE_H_0,M_RHRE_H_1_19,M_RHRE_H_20_29,M_RHRE_H_30_34,M_RHRE_H_35_39,M_RHRE_H_40_44,M_RHRE_H_45_49,M_RHRE_H_50ov,M_RHRE_H_NS,M_RHRE_H_Tot,M_ProSTS_H_0,M_ProSTS_H_1_19,M_ProSTS_H_20_29,M_ProSTS_H_30_34,M_ProSTS_H_35_39,M_ProSTS_H_40_44,M_ProSTS_H_45_49,M_ProSTS_H_50ov,M_ProSTS_H_NS,M_ProSTS_H_Tot,M_AdSup_H_0,M_AdSup_H_1_19,M_AdSup_H_20_29,M_AdSup_H_30_34,M_AdSup_H_35_39,M_AdSup_H_40_44,M_AdSup_H_45_49,M_AdSup_H_50ov,M_AdSup_H_NS,M_AdSup_H_Tot,M_PubAS_H_0,M_PubAS_H_1_19,M_PubAS_H_20_29,M_PubAS_H_30_34,M_PubAS_H_35_39,M_PubAS_H_40_44,M_PubAS_H_45_49,M_PubAS_H_50ov,M_PubAS_H_NS,M_PubAS_H_Tot,M_EdTrn_H_0,M_EdTrn_H_1_19,M_EdTrn_H_20_29,M_EdTrn_H_30_34,M_EdTrn_H_35_39,M_EdTrn_H_40_44,M_EdTrn_H_45_49,M_EdTrn_H_50ov,M_EdTrn_H_NS,M_EdTrn_H_Tot,M_HltHC_SA_H_0,M_HltHC_SA_H_1_19,M_HltHC_SA_H_20_29,M_HltHC_SA_H_30_34,M_HltHC_SA_H_35_39,M_HltHC_SA_H_40_44,M_HltHC_SA_H_45_49,M_HltHC_SA_H_50ov,M_HltHC_SA_H_NS,M_HltHC_SA_H_Tot,M_ArtsR_H_0,M_ArtsR_H_1_19,M_ArtsR_H_20_29,M_ArtsR_H_30_34,M_ArtsR_H_35_39,M_ArtsR_H_40_44,M_ArtsR_H_45_49,M_ArtsR_H_50ov,M_ArtsR_H_NS,M_ArtsR_H_Tot,M_OthSvs_H_0,M_OthSvs_H_1_19,M_OthSvs_H_20_29,M_OthSvs_H_30_34,M_OthSvs_H_35_39,M_OthSvs_H_40_44,M_OthSvs_H_45_49,M_OthSvs_H_50ov,M_OthSvs_H_NS,M_OthSvs_H_Tot,M_IDNS_H_0,M_IDNS_H_1_19,M_IDNS_H_20_29,M_IDNS_H_30_34,M_IDNS_H_35_39,M_IDNS_H_40_44,M_IDNS_H_45_49,M_IDNS_H_50ov,M_IDNS_H_NS,M_IDNS_H_Tot
202011021,0,0,0,0,6,3,0,0,0,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,12,6,0,6,0,30,0,0,0,0,0,0,0,0,0,0,4,7,6,12,12,49,15,33,4,140,0,0,6,0,9,9,0,5,0,23,0,0,0,0,4,12,4,7,0,35,0,17,6,0,4,3,0,7,0,34,3,3,6,0,17,12,3,4,0,48,0,0,0,0,4,7,0,0,0,20,0,0,0,0,6,9,0,5,0,17,0,0,0,0,0,3,0,0,0,7,0,7,3,5,25,35,7,13,0,100,0,5,9,3,8,6,5,4,0,29,0,0,0,0,3,3,4,3,0,18,3,39,14,4,81,32,21,36,0,229,0,10,3,3,8,10,3,0,0,37,0,4,3,0,0,0,0,0,0,7,0,6,3,8,11,4,0,5,0,36,0,3,3,0,5,8,0,3,5,37
202011022,3,3,5,0,5,3,4,3,0,26,0,5,3,0,10,18,8,22,0,66,0,13,12,15,77,92,43,70,0,331,0,0,0,0,13,14,7,10,0,50,14,23,30,29,121,211,70,134,8,635,5,5,4,4,48,45,18,33,0,156,25,151,88,47,141,74,25,43,3,602,18,117,34,10,21,11,4,17,7,241,17,19,35,26,83,82,31,91,4,382,0,6,4,0,17,16,5,4,0,38,0,0,0,0,9,5,0,11,0,23,0,3,0,0,6,12,0,8,0,32,0,13,8,0,19,19,8,19,0,79,0,13,7,9,9,9,6,5,0,57,8,8,5,23,64,62,11,14,0,194,0,17,12,16,29,31,11,10,0,131,9,29,54,34,49,14,8,16,0,208,13,15,6,9,7,6,0,0,0,54,3,23,15,12,57,91,17,40,4,261,10,16,12,6,41,47,12,31,28,193
202011023,0,5,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,5,0,23,0,5,0,0,0,3,0,3,0,8,6,8,5,4,34,60,4,18,0,136,0,5,0,0,0,3,0,3,0,9,0,10,0,0,5,0,0,4,0,22,0,0,4,0,0,3,0,0,0,10,0,0,3,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,0,3,0,18,0,0,0,0,3,3,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,9,5,0,13,20,6,13,0,63,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,5,0,17,0,3,0,4,0,3,0,8,0,20
202011024,3,0,4,3,3,6,0,6,0,25,0,0,0,0,0,5,0,0,0,8,0,0,3,0,7,3,0,5,0,26,0,0,0,0,0,0,0,0,0,8,7,7,7,7,27,70,14,18,0,155,0,5,0,0,4,4,0,0,0,11,0,28,5,5,7,6,5,6,0,73,4,7,0,0,0,0,0,0,0,14,0,9,7,6,4,3,0,11,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,3,6,3,4,3,7,9,7,6,0,37,0,5,0,5,4,7,0,3,0,27,5,0,0,7,43,5,11,7,0,78,0,11,3,0,11,23,6,12,0,72,0,0,0,4,16,6,0,3,0,29,0,3,0,0,8,0,0,0,0,20,0,3,4,0,5,6,0,3,0,24,0,0,0,0,3,6,0,0,4,26
202011025,6,8,3,5,19,17,11,4,0,73,16,7,0,0,8,14,11,66,0,109,8,13,14,9,85,136,29,56,0,343,14,0,6,12,38,56,20,27,0,173,8,17,8,13,55,79,22,39,3,238,0,8,0,4,20,46,9,20,4,107,14,44,39,30,119,58,24,32,3,353,5,42,8,5,11,7,0,6,0,84,4,3,9,11,10,12,6,20,0,77,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,9,0,0,0,0,3,4,0,3,0,18,0,5,0,4,14,13,4,4,0,48,0,5,8,3,4,13,4,0,0,35,7,3,5,9,46,25,12,11,0,120,3,6,12,5,28,14,8,14,0,92,0,6,0,11,19,9,8,5,0,57,3,11,3,0,9,6,0,10,0,47,5,6,4,6,34,25,8,13,0,94,0,6,3,3,21,25,6,13,13,90
202021026,3,13,17,8,35,21,10,38,0,148,0,0,0,0,0,0,0,3,0,4,23,22,12,12,257,130,58,50,9,576,0,0,0,0,3,5,0,3,0,7,6,11,9,11,26,54,10,35,5,162,0,0,0,0,3,0,0,5,0,11,0,9,3,0,3,7,0,0,0,22,0,8,7,0,6,6,0,0,6,28,3,4,4,4,6,13,4,10,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,10,3,3,0,30,0,7,4,3,8,0,0,0,0,23,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,6,5,5,0,19,3,3,5,0,0,3,3,3,0,18,0,0,4,0,3,0,0,6,0,11,0,4,0,0,7,7,0,5,0,23,7,0,5,0,13,13,0,8,11,57
202021027,0,4,0,0,7,3,0,4,0,18,6,3,0,0,4,8,0,0,4,15,43,50,66,59,194,327,83,93,10,920,0,0,0,0,0,5,7,0,0,14,6,27,26,19,40,137,15,65,3,338,0,4,5,4,0,11,0,15,0,42,9,83,32,17,35,25,24,26,3,247,7,55,19,15,16,21,7,19,0,149,4,13,10,7,14,26,7,24,8,112,0,3,6,3,7,9,0,0,0,26,0,0,0,0,5,9,0,0,0,19,0,10,0,0,5,3,0,4,0,19,0,24,12,9,14,30,4,18,3,111,3,8,11,6,6,5,0,3,0,41,26,17,20,19,65,155,21,39,6,373,4,14,19,15,15,14,10,12,0,105,12,24,26,28,31,44,8,24,3,197,0,14,5,5,7,13,0,8,0,51,0,15,6,8,25,33,6,11,0,97,0,15,17,10,22,40,5,15,21,138
202021028,3,16,17,16,12,43,10,78,5,198,0,5,0,0,0,3,0,14,0,33,3,6,13,4,15,17,3,7,0,72,0,0,0,0,0,7,0,0,0,12,10,20,13,10,16,47,6,25,0,154,6,0,0,4,4,6,0,0,0,13,4,18,13,7,7,10,7,8,0,69,8,13,3,0,0,3,0,3,0,35,5,4,3,3,3,4,3,9,0,35,0,0,0,0,3,5,0,0,0,17,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,6,9,15,3,8,20,4,18,0,69,0,7,6,0,4,5,0,0,0,28,0,3,0,0,5,13,0,9,0,36,0,7,8,0,4,5,5,6,0,41,0,8,3,0,0,5,0,0,0,16,3,9,0,0,0,3,4,9,0,27,5,4,0,5,0,5,0,10,0,20,4,0,0,5,0,6,0,7,7,38
202021029,0,8,7,11,4,16,4,29,0,80,16,6,6,3,16,41,30,105,5,230,0,11,7,7,20,42,7,20,0,111,0,0,0,0,0,0,5,0,0,5,7,7,3,0,16,13,3,17,0,67,0,3,0,0,0,0,0,0,0,10,0,10,0,3,12,7,0,5,0,47,0,5,3,0,0,9,0,6,0,25,0,3,0,3,3,3,0,11,4,28,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,3,0,4,0,14,0,0,0,0,0,0,0,0,0,10,3,0,0,0,6,3,6,0,0,21,0,0,0,0,0,4,0,0,0,4,0,6,7,6,5,8,4,0,0,26,0,0,0,0,4,0,0,3,0,8,0,4,4,0,3,7,0,7,0,29,3,4,3,0,0,7,0,8,6,31
202021030,0,12,11,9,14,30,10,34,0,114,0,0,0,0,0,4,0,4,0,3,9,37,31,41,75,124,20,49,6,396,0,0,3,9,6,14,4,10,0,50,6,14,8,15,38,110,33,78,4,310,0,8,5,0,12,21,5,17,0,64,9,63,4,15,28,35,9,22,0,194,18,46,12,11,13,14,6,21,0,138,6,22,21,6,11,29,11,40,3,152,0,4,0,0,4,5,0,3,0,15,0,6,0,0,4,11,4,0,0,17,7,0,0,0,0,0,5,6,0,14,0,13,12,7,8,25,6,29,0,103,0,13,0,8,3,11,3,9,0,37,20,15,20,9,100,61,14,39,0,283,9,17,13,4,31,24,10,19,0,132,7,17,30,16,22,21,6,12,3,129,5,3,5,12,3,11,0,6,3,56,3,12,5,4,8,27,8,15,0,80,0,8,3,6,20,21,3,12,11,96
202021031,0,6,0,4,8,6,5,12,4,42,0,0,0,0,0,0,0,0,0,0,3,11,15,6,30,41,12,11,0,137,0,0,0,0,0,3,0,0,0,5,3,9,10,13,35,44,17,33,0,155,0,3,0,0,0,3,0,0,0,16,5,39,18,5,12,16,6,3,0,99,15,29,7,5,9,8,4,3,0,72,0,0,3,4,3,6,0,5,0,17,0,0,3,0,6,3,0,0,0,10,0,0,0,0,6,10,0,13,0,23,0,7,0,0,0,5,0,4,0,14,0,15,12,8,10,29,6,19,4,104,0,12,3,9,0,10,4,4,0,30,0,0,0,0,28,20,3,9,5,64,0,9,0,6,7,13,0,10,0,49,6,3,6,13,14,10,0,14,0,66,0,4,0,0,0,9,3,0,0,18,0,5,0,9,4,8,0,0,0,34,4,6,3,0,5,4,0,10,9,48
202031032,9,25,13,12,34,65,16,91,6,270,37,9,8,0,16,109,63,276,4,525,0,4,0,6,14,15,8,11,0,56,0,0,0,0,0,3,0,3,0,10,0,7,0,3,7,34,9,21,0,88,4,0,0,3,5,7,5,15,0,48,3,0,5,0,5,0,0,5,0,22,0,3,0,0,0,0,0,0,0,4,0,0,0,3,5,20,8,41,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,3,0,3,0,8,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,3,3,0,6,4,4,4,0,27,0,3,3,4,8,3,0,10,7,37
202031033,23,40,32,28,57,138,47,364,18,749,0,3,0,0,0,5,8,19,0,37,6,5,9,4,26,40,15,26,0,138,0,0,0,0,0,7,0,4,0,14,0,5,0,3,15,17,6,20,3,69,0,3,0,3,6,10,3,12,0,45,0,18,12,5,7,10,3,6,0,62,5,8,0,4,0,0,0,6,0,27,3,11,11,9,4,7,0,21,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,0,13,0,0,4,3,0,0,0,4,0,19,4,0,5,7,22,23,0,6,0,66,0,5,6,5,12,3,7,13,0,45,0,0,0,0,5,12,0,3,0,27,0,0,0,0,9,0,0,5,0,13,0,3,0,0,4,0,9,3,0,22,3,10,8,0,17,21,3,14,17,85
203011034,0,9,7,4,5,11,5,26,0,58,0,0,0,0,0,0,0,0,0,0,0,0,4,8,19,21,13,14,0,90,0,0,0,0,0,0,0,3,0,5,3,5,14,8,23,74,17,34,4,182,0,5,6,0,3,6,0,5,0,17,0,22,11,4,11,9,4,5,0,64,5,14,3,3,3,3,0,0,0,38,3,6,3,0,4,4,5,19,0,40,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,15,0,5,0,0,8,8,3,7,0,32,3,4,3,5,6,3,0,4,0,23,5,3,0,9,25,30,0,5,0,71,0,7,6,8,10,7,3,4,0,41,0,0,3,8,4,5,0,3,0,37,0,5,0,0,0,0,0,0,0,5,0,3,4,0,6,14,4,12,0,33,0,8,0,3,3,6,0,0,7,27
203011035,10,24,22,19,53,81,27,114,4,351,0,0,0,0,0,6,0,16,5,29,0,0,5,4,9,16,6,4,0,57,0,0,0,0,0,4,5,3,0,9,4,6,3,0,25,39,6,19,0,112,5,3,0,0,3,6,0,3,0,17,0,3,4,0,0,7,0,0,0,19,4,5,0,0,0,3,0,0,0,17,3,6,3,0,0,5,4,22,0,41,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,8,0,9,0,42,0,11,0,0,0,4,0,0,3,19,0,0,0,0,0,3,0,4,0,16,0,3,3,0,4,3,3,3,0,21,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,4,8,4,0,3,7,3,6,0,35,0,3,0,0,3,3,4,4,8,28
203011036,6,42,29,23,37,54,10,104,0,314,0,0,0,0,0,3,0,3,0,11,0,9,6,3,10,10,4,14,0,53,0,0,0,0,0,4,0,0,0,4,4,9,10,10,19,64,18,43,5,174,0,3,4,0,0,4,0,3,0,19,6,4,6,0,3,0,5,4,0,21,4,14,6,0,6,3,0,4,0,38,4,0,3,0,4,4,0,8,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,10,0,3,0,9,0,9,0,36,0,8,0,0,0,3,0,0,0,9,0,0,0,0,4,4,3,3,0,23,0,0,4,0,6,5,4,5,0,22,0,7,7,3,0,0,0,7,0,21,0,0,0,0,0,0,0,0,0,9,0,4,4,0,4,8,0,7,0,34,0,0,5,7,4,3,0,7,4,31
203021037,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,3,7,17,18,9,8,0,65,0,0,0,0,0,4,0,0,0,11,8,19,7,16,42,114,22,56,7,288,4,10,0,3,34,27,7,8,0,88,10,107,37,20,32,53,15,34,3,317,14,128,25,8,22,18,3,15,0,239,0,9,6,3,11,5,6,4,0,37,0,4,4,0,9,0,0,6,0,25,0,3,0,3,14,9,0,9,0,32,0,5,0,4,8,3,3,9,0,27,0,3,8,6,19,32,4,18,0,98,0,13,4,3,6,4,6,0,0,43,3,7,0,4,36,16,9,5,0,90,5,15,10,11,28,27,12,24,0,125,26,35,40,56,54,68,23,34,3,330,3,25,4,3,12,0,3,3,0,65,0,18,6,5,31,23,9,14,0,115,0,13,3,0,11,12,5,8,21,79
203021039,0,10,9,0,22,23,9,12,0,80,6,0,0,0,0,6,0,3,0,19,38,47,43,56,376,453,104,157,9,1292,5,8,10,5,151,100,23,49,0,363,35,71,75,70,351,776,213,418,22,2034,18,36,29,21,86,134,44,49,3,419,60,201,123,71,303,215,78,122,11,1180,119,344,157,40,131,81,31,59,11,984,42,58,82,31,90,173,92,116,13,699,13,22,10,7,37,34,10,22,0,151,14,11,24,22,263,234,78,89,3,736,7,10,6,3,41,53,14,40,0,168,34,88,103,61,267,313,104,139,8,1121,15,57,44,23,83,54,17,21,10,316,84,80,55,55,559,492,108,162,11,1598,26,69,58,38,281,205,43,64,5,790,76,167,181,259,527,492,133,261,15,2108,26,63,36,20,47,41,18,42,0,286,18,42,34,22,150,160,30,52,5,505,29,64,42,44,144,162,45,60,117,711
203021040,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,5,3,3,0,12,0,3,7,5,13,17,0,12,0,66,0,0,0,3,0,4,0,4,0,15,9,17,22,25,65,151,20,83,0,397,4,0,0,0,7,15,7,9,0,46,19,96,47,28,58,47,19,27,4,344,29,122,58,26,40,35,7,24,4,338,0,3,13,0,13,16,3,18,6,75,0,0,3,3,6,3,0,0,0,20,0,0,8,4,14,42,8,16,0,96,0,0,6,6,13,19,3,13,0,55,4,21,9,14,44,80,15,45,0,228,0,13,9,9,6,13,3,0,0,59,0,3,0,5,12,12,0,5,0,48,7,20,11,12,46,40,12,27,0,171,0,34,36,32,41,25,11,11,0,200,3,0,3,3,4,6,0,5,0,24,0,19,18,3,32,34,8,23,3,128,3,12,3,6,15,19,6,8,15,97
203021042,0,4,4,6,0,7,0,0,0,27,0,0,0,0,0,0,0,0,0,0,4,12,6,8,68,166,52,63,3,393,0,0,0,0,0,9,0,0,0,15,10,20,24,24,58,123,33,62,9,352,0,3,0,0,0,8,0,0,0,14,4,55,27,13,18,19,4,14,3,159,4,55,15,4,18,0,8,10,0,116,0,11,3,4,8,11,0,6,4,56,0,5,0,0,0,12,6,0,0,28,0,5,0,4,5,6,0,8,0,39,0,4,5,6,5,4,0,9,4,31,3,33,19,12,26,51,16,32,0,190,3,18,10,3,12,16,3,4,4,70,0,5,10,3,10,13,5,13,0,58,24,121,52,43,261,252,62,114,8,929,19,39,43,52,120,75,22,45,5,415,0,13,3,4,0,7,0,6,0,32,9,11,4,7,10,15,3,8,0,67,0,12,8,7,21,21,6,10,26,98
203021043,3,23,16,19,26,40,18,43,0,190,3,0,0,0,8,14,7,38,0,77,12,17,18,19,142,188,66,92,4,553,0,0,0,0,0,5,0,4,0,16,14,21,33,31,177,325,145,247,15,1000,8,10,7,7,87,151,43,54,0,369,15,102,45,46,83,62,11,17,8,382,7,106,35,4,15,10,0,10,0,187,34,30,20,15,52,85,41,108,7,399,0,4,3,0,0,0,0,0,0,9,0,0,0,0,3,5,0,3,0,13,0,4,0,0,9,11,3,3,0,30,0,9,7,3,20,42,6,17,4,107,5,14,19,3,14,18,9,10,4,95,49,18,26,15,103,419,52,83,5,777,4,15,8,6,29,21,14,17,0,114,0,12,13,5,18,22,8,17,3,98,6,10,3,0,11,7,0,18,0,60,5,14,6,4,13,22,8,14,0,89,0,9,12,16,42,62,7,28,51,221
203021044,0,0,4,0,0,7,0,7,0,24,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6,11,0,4,0,28,0,0,0,0,0,0,0,0,0,0,0,16,9,6,37,50,18,28,0,167,0,0,0,0,3,0,0,3,0,8,9,81,32,23,33,15,3,7,0,207,8,50,10,5,9,7,0,8,0,102,0,11,0,0,3,7,0,8,0,26,0,6,3,3,4,0,0,0,0,12,0,0,0,0,6,7,0,6,0,17,0,0,5,0,0,0,0,4,0,5,0,4,9,0,7,7,0,4,0,37,0,4,3,0,4,9,6,0,0,27,0,6,3,0,4,0,0,0,0,11,0,7,9,3,10,3,0,0,0,30,3,7,13,13,15,13,3,4,5,73,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,4,0,5,0,31,0,0,5,3,3,3,0,4,3,29
203021045,0,5,6,3,7,5,0,4,0,27,0,0,0,0,0,0,0,0,0,7,8,24,24,21,114,119,63,78,4,452,3,0,12,4,28,26,18,19,0,104,14,30,34,28,131,272,81,158,8,752,0,3,8,12,32,32,17,23,7,135,7,58,41,26,48,35,11,29,0,253,6,73,18,6,17,0,6,10,3,135,4,12,20,10,21,30,10,54,0,169,0,0,0,0,4,0,4,0,0,13,0,6,0,0,13,7,3,9,0,36,0,0,0,0,5,13,3,0,0,35,3,10,13,12,66,66,15,34,0,217,0,7,6,3,17,7,3,12,0,57,0,16,8,5,0,7,4,4,0,41,0,11,4,3,22,21,3,20,3,87,3,23,38,18,37,26,7,11,3,178,0,3,0,0,3,3,0,4,4,13,11,12,14,15,32,53,12,28,0,171,3,15,12,6,36,41,12,25,19,169
203021046,0,0,0,0,5,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,13,3,7,34,34,3,13,0,109,0,0,0,0,0,3,0,3,0,10,6,22,14,12,87,195,39,79,5,462,3,4,8,6,22,33,11,16,3,104,0,31,19,8,37,30,16,17,3,160,14,60,22,3,16,14,0,14,4,149,0,4,4,0,5,7,0,3,0,24,0,0,3,0,11,4,0,6,0,27,0,3,4,4,15,23,5,18,0,70,4,5,0,3,6,7,5,20,0,50,11,15,11,11,52,75,20,43,3,245,0,16,13,5,4,10,0,5,0,45,0,5,6,0,6,4,0,3,0,26,14,58,30,18,70,89,32,52,5,362,0,10,4,8,33,21,5,11,0,90,5,19,9,0,3,3,3,0,0,49,3,14,13,9,23,32,14,12,0,124,3,10,10,3,20,36,6,7,13,112
203021047,0,3,4,0,11,22,3,12,0,59,0,0,0,0,3,4,0,5,0,18,27,30,39,31,266,311,65,133,10,916,10,12,3,13,87,83,19,37,0,255,13,31,34,45,230,416,96,229,11,1106,12,11,14,12,70,90,32,37,0,275,24,61,30,23,193,186,53,111,7,681,10,43,16,8,11,16,3,14,0,124,39,45,66,49,122,257,70,199,10,859,0,5,4,0,11,13,8,3,0,42,0,0,6,0,6,19,3,5,0,40,5,5,4,0,11,21,9,15,0,65,4,28,17,14,129,124,34,59,0,400,7,42,24,11,30,31,9,15,0,167,11,3,12,6,40,29,9,15,0,129,12,20,30,24,73,49,21,57,0,293,22,56,56,42,86,81,18,41,0,386,0,20,0,3,4,5,0,5,0,37,10,20,22,12,91,99,16,61,3,327,7,23,14,24,72,111,20,51,40,369
203021485,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,7,3,0,0,28,0,0,0,0,0,0,0,0,0,0,3,8,13,3,27,67,18,40,3,188,0,0,0,0,0,0,0,0,0,4,0,11,4,0,6,0,0,0,0,20,0,4,3,0,0,0,0,0,0,12,3,4,5,3,0,3,0,13,0,30,0,0,0,0,0,6,0,0,0,4,0,0,0,0,3,5,0,0,0,13,0,0,0,0,0,5,0,0,0,9,3,0,5,3,7,10,0,11,0,36,0,5,4,0,3,0,0,0,0,20,0,0,0,0,0,6,0,0,0,7,5,11,7,3,10,12,7,10,0,57,0,3,6,10,12,0,0,3,0,44,0,5,0,0,0,0,0,0,0,5,0,4,0,0,0,3,0,0,0,9,0,0,0,0,3,4,0,6,6,23
203021486,0,6,4,6,11,9,0,8,0,43,0,0,0,0,0,5,0,0,0,5,15,23,18,11,165,173,64,162,12,647,0,0,3,0,16,23,16,34,0,106,18,13,32,31,149,243,65,189,7,750,17,12,10,11,173,118,86,117,0,533,9,71,41,14,63,31,14,23,4,271,24,85,22,10,18,13,4,11,0,181,12,15,17,6,19,42,15,61,0,176,0,0,4,0,5,6,0,0,0,25,0,0,0,0,4,0,0,0,0,11,0,4,0,0,6,6,0,3,0,18,0,7,5,4,15,22,4,27,0,84,0,16,12,6,16,11,0,6,0,65,16,6,6,3,48,82,15,11,0,201,17,28,16,18,46,43,18,61,0,240,0,10,11,8,23,17,3,9,0,76,3,8,3,0,6,5,3,4,0,22,7,10,7,9,34,24,9,21,0,112,7,11,4,12,48,68,20,50,24,254
203021487,0,3,0,0,0,3,4,8,0,15,0,0,0,0,0,0,0,0,0,0,3,14,6,4,29,39,12,34,0,141,0,3,4,0,4,3,5,7,0,20,20,48,24,31,122,278,93,175,11,800,0,0,0,0,12,9,4,8,0,41,38,248,104,72,116,91,30,39,4,735,32,137,44,18,32,17,8,9,3,302,4,11,17,11,29,22,11,25,5,136,5,16,3,0,15,4,0,4,0,48,0,3,0,3,15,16,8,5,0,53,0,0,3,0,3,6,3,6,0,24,4,21,9,13,20,28,10,20,0,118,8,16,9,8,21,18,3,11,0,90,14,11,9,6,11,33,13,5,0,95,5,18,10,6,23,29,13,28,0,142,10,27,38,25,76,45,12,14,3,244,7,18,0,0,5,9,0,4,0,42,0,11,6,4,18,43,17,21,4,127,6,10,7,4,23,18,4,18,23,119
