POW_SA2_CODE_2021,M_EW_FT_ATSI,M_EW_FT_NI,M_EW_FT_Isns,M_EW_FT_Total,M_EW_PT_ATSI,M_EW_PT_NI,M_EW_PT_Isns,M_EW_PT_Total,M_EW_Em_afw_ATSI,M_EW_Em_afw_NI,M_EW_Em_afw_Isns,M_EW_Em_afw_Total,M_Tot_ATSI,M_Tot_NI,M_Tot_Isns,M_Tot_Total,F_EW_FT_ATSI,F_EW_FT_NI,F_EW_FT_Isns,F_EW_FT_Total,F_EW_PT_ATSI,F_EW_PT_NI,F_EW_PT_Isns,F_EW_PT_Total,F_EW_Em_afw_ATSI,F_EW_Em_afw_NI,F_EW_Em_afw_Isns,F_EW_Em_afw_Total,F_Tot_ATSI,F_Tot_NI,F_Tot_Isns,F_Tot_Total,P_EW_FT_ATSI,P_EW_FT_NI,P_EW_FT_Isns,P_EW_FT_Total,P_EW_PT_ATSI,P_EW_PT_NI,P_EW_PT_Isns,P_EW_PT_Total,P_EW_Em_afw_ATSI,P_EW_Em_afw_NI,P_EW_Em_afw_Isns,P_EW_Em_afw_Total,P_Tot_ATSI,P_Tot_NI,P_Tot_Isns,P_Tot_Total
215011391,0,547,0,554,0,149,0,151,0,46,0,46,8,747,0,751,3,235,0,237,7,328,0,336,0,44,0,50,11,607,0,617,4,786,0,791,8,482,0,487,0,95,0,97,11,1356,0,1373
215011392,18,1302,4,1323,7,431,5,438,0,149,0,147,26,1874,5,1912,4,772,10,780,9,823,6,837,0,182,6,185,17,1772,14,1801,20,2073,12,2103,16,1249,10,1276,5,334,6,339,43,3651,23,3713
215011393,4,540,6,545,0,119,0,119,0,36,0,36,4,691,6,697,0,199,4,205,0,241,4,248,0,35,0,41,6,477,6,484,10,736,11,753,0,360,4,361,0,71,0,71,12,1168,7,1185
215011394,10,1013,4,1024,3,277,5,278,0,83,0,82,7,1372,7,1388,4,420,0,427,12,612,3,630,0,112,0,117,19,1146,6,1165,7,1436,4,1447,15,891,5,912,0,197,0,196,22,2520,10,2556
215021395,29,894,10,932,3,232,0,239,0,75,3,78,37,1205,9,1249,10,391,5,402,7,400,7,415,0,63,3,67,16,853,10,878,38,1291,6,1336,15,629,7,650,0,133,7,142,55,2054,20,2129
215021396,10,430,4,441,6,127,0,137,0,40,0,42,10,602,4,621,5,287,0,294,12,247,6,260,5,37,0,43,14,570,4,596,13,719,8,734,12,378,8,396,3,78,0,87,27,1172,9,1218
215021398,21,1095,0,1119,4,214,0,217,3,78,0,79,25,1388,5,1420,4,314,3,327,4,349,3,350,0,57,4,62,5,721,13,735,24,1414,11,1441,11,561,9,569,3,134,4,139,35,2107,16,2155
215021399,12,612,5,626,0,192,4,203,0,61,0,65,13,866,10,890,0,286,0,287,14,318,3,328,0,56,5,62,14,656,5,682,15,900,5,913,13,510,4,527,5,118,6,125,29,1527,9,1565
215021469,116,4149,27,4288,32,1011,5,1051,16,334,11,358,163,5494,41,5701,129,3194,9,3338,95,2881,15,2988,25,545,10,575,245,6618,28,6896,241,7348,31,7626,128,3890,18,4040,41,880,18,932,409,12111,69,12598
215021470,19,1161,3,1186,16,554,3,576,5,138,0,140,45,1853,4,1902,17,889,9,915,39,1155,9,1203,15,198,0,217,67,2243,16,2331,37,2056,9,2098,55,1707,9,1773,23,334,0,356,114,4099,28,4231
215031400,10,1084,8,1100,4,262,0,263,0,69,3,71,17,1410,8,1433,6,446,0,455,3,610,3,618,0,84,0,88,8,1140,6,1153,18,1530,6,1549,7,869,3,884,3,153,3,153,30,2548,14,2593
215031401,10,975,4,983,4,224,0,229,0,60,0,64,13,1250,5,1273,0,396,5,397,4,428,3,434,0,64,0,66,4,889,3,891,10,1370,8,1382,8,657,6,664,0,122,0,123,14,2141,13,2167
215031402,13,556,3,574,9,138,0,141,0,52,0,51,24,745,0,772,9,340,0,353,8,498,7,510,0,77,0,77,19,920,5,940,22,902,4,924,18,634,7,650,9,128,0,133,41,1663,9,1711
215031403,13,513,3,529,4,168,4,169,3,47,0,53,26,725,6,756,9,256,0,273,24,269,3,300,4,64,0,72,36,591,9,641,21,771,5,798,27,437,6,470,8,117,0,125,61,1322,12,1392
215031404,56,2263,15,2336,15,547,5,568,6,163,3,171,75,2972,22,3071,35,1390,7,1437,42,1598,9,1654,5,275,3,289,84,3264,17,3376,93,3651,20,3769,57,2146,16,2216,12,439,7,463,164,6241,39,6447
215031405,16,1119,12,1147,4,271,0,276,6,79,4,88,23,1472,15,1507,5,376,0,381,8,320,0,330,0,65,0,66,17,762,6,778,19,1494,7,1527,12,597,3,610,4,149,7,158,36,2235,16,2286
216011406,52,2849,7,2909,19,810,12,843,10,275,3,291,86,3930,22,4041,70,1837,5,1911,56,2354,15,2432,22,405,0,427,145,4606,27,4768,120,4682,14,4825,78,3162,26,3270,28,682,10,718,229,8534,51,8813
216011407,21,1406,10,1434,8,387,6,404,3,135,0,143,40,1922,18,1978,5,779,5,789,11,999,7,1018,0,176,5,176,25,1951,15,1990,34,2185,9,2225,21,1383,17,1416,5,303,6,318,59,3877,32,3967
216011408,5,453,0,462,4,91,0,100,0,40,0,41,5,588,4,594,0,144,0,146,0,173,0,176,0,37,0,42,3,365,0,369,4,596,0,605,5,270,0,277,0,82,6,80,11,946,3,967
216011409,9,489,4,505,0,123,0,123,0,55,0,57,8,672,5,687,0,227,0,225,0,326,0,333,0,60,0,63,5,614,3,615,9,720,4,727,0,445,0,454,0,120,0,120,15,1281,6,1305
216011410,6,639,5,649,0,133,0,137,3,50,0,54,9,824,7,840,3,222,5,230,4,273,0,276,0,42,3,46,10,539,7,555,10,857,11,880,4,405,3,414,0,96,0,99,21,1365,13,1392
216021411,33,1317,7,1358,7,325,3,333,3,117,0,122,41,1751,14,1809,11,732,0,747,16,790,0,813,0,119,0,117,32,1636,5,1680,45,2043,13,2104,26,1118,10,1150,6,231,0,242,79,3396,18,3490
216021412,0,353,0,357,0,71,0,71,0,32,0,32,6,457,0,454,3,81,0,86,0,112,0,119,0,23,0,23,3,223,0,224,5,434,3,441,4,188,0,184,0,55,0,55,3,675,3,677
216021413,35,1800,14,1849,8,422,0,428,10,159,5,171,51,2381,19,2452,16,779,6,803,22,963,0,992,0,147,6,151,40,1891,12,1946,54,2576,19,2651,31,1390,3,1419,9,307,7,323,99,4270,26,4388
216021414,8,779,10,793,5,300,0,307,0,72,4,78,17,1148,11,1179,0,602,3,615,11,879,4,894,7,160,0,164,20,1644,8,1673,14,1381,10,1402,19,1180,5,1198,3,231,4,244,41,2792,18,2847
216031415,21,429,0,454,7,236,4,244,4,55,0,61,34,721,5,762,29,432,0,456,23,451,0,481,5,79,0,89,55,962,5,1018,49,858,3,910,33,694,5,727,11,137,3,148,90,1686,8,1785
216031416,117,5225,18,5356,34,1179,5,1226,13,367,6,381,161,6775,33,6964,95,3477,12,3583,79,3609,10,3700,14,562,3,575,188,7651,28,7864,213,8702,32,8942,114,4795,21,4932,24,933,5,963,350,14426,56,14831
216031418,6,743,4,752,3,151,0,153,0,51,0,51,7,946,7,960,4,220,0,225,0,203,0,201,0,37,0,37,6,461,0,469,14,963,5,982,3,357,0,356,0,89,0,89,18,1409,5,1428
216031419,41,1797,7,1843,9,439,0,449,4,143,4,154,52,2379,16,2443,8,779,4,787,3,714,3,726,3,119,0,128,20,1611,6,1636,46,2568,10,2627,11,1146,4,1168,11,266,6,283,71,3984,18,4079
216031593,5,696,0,706,4,221,0,226,0,47,0,47,9,964,0,975,9,322,3,330,11,433,4,455,0,72,0,77,22,830,6,857,9,1015,4,1031,16,658,4,674,0,119,0,121,32,1790,9,1830
216031594,59,2338,5,2397,32,810,5,839,13,240,4,252,99,3387,10,3495,59,1510,6,1579,59,1705,6,1769,6,320,4,330,127,3533,21,3676,113,3848,16,3977,96,2513,11,2612,17,562,4,585,221,6927,24,7172
217011420,29,1105,3,1138,14,279,9,300,0,97,3,100,43,1480,9,1532,21,508,4,537,14,615,4,631,0,103,0,109,43,1227,9,1282,56,1614,4,1668,28,900,6,939,3,201,7,208,83,2711,22,2815
217011421,23,1704,7,1731,8,536,11,552,3,147,0,150,35,2383,19,2435,21,1166,3,1191,29,1409,7,1450,5,238,3,240,54,2807,15,2875,42,2869,10,2923,41,1940,14,1997,7,384,7,398,91,5193,30,5315
217011422,36,1907,5,1953,15,583,0,602,8,205,0,213,54,2701,10,2767,25,938,5,964,19,1395,8,1426,0,207,0,216,54,2536,13,2603,58,2849,10,2920,38,1978,9,2027,11,415,0,426,107,5241,20,5369
217011423,11,1042,5,1056,0,279,0,279,0,72,0,72,11,1392,5,1409,5,425,6,432,0,475,4,480,0,86,0,82,6,985,10,1000,17,1467,7,1490,0,752,7,757,0,161,0,155,21,2377,13,2406
217031471,7,473,0,480,0,156,0,154,0,42,0,42,3,668,0,674,4,337,0,344,7,491,0,502,3,77,0,81,13,908,0,923,5,814,0,822,9,645,0,651,3,117,0,122,15,1579,3,1598
217031472,27,2693,20,2730,13,724,0,733,3,227,5,235,44,3640,18,3699,18,1471,9,1494,25,1908,10,1947,3,306,0,317,52,3679,16,3749,43,4157,22,4223,39,2627,10,2676,8,535,4,549,93,7326,36,7453
217031473,9,725,6,738,5,206,0,211,0,45,0,45,13,972,9,996,0,212,0,219,0,279,0,280,0,47,0,51,0,538,7,551,9,938,11,959,5,485,0,492,0,89,0,93,12,1518,14,1549
217031474,10,934,9,951,4,231,0,238,3,73,4,79,16,1234,10,1260,3,417,5,421,4,533,0,542,3,82,5,87,9,1043,7,1059,6,1354,9,1374,6,765,4,776,4,154,5,164,20,2273,21,2313
217031475,11,1524,6,1542,6,355,0,354,0,158,3,162,16,2039,13,2059,4,595,3,600,5,621,4,632,0,127,3,129,9,1337,9,1360,15,2118,7,2139,5,973,10,988,0,288,3,296,21,3382,25,3425
217031476,8,401,3,417,3,267,0,272,5,92,0,99,12,764,3,786,0,231,0,231,9,395,3,407,0,82,0,89,9,710,3,719,8,636,3,645,10,664,4,677,5,177,0,183,16,1474,9,1504
217041477,9,1122,6,1138,3,237,4,247,3,104,4,106,13,1459,11,1484,3,372,3,382,14,421,0,433,0,66,4,71,21,862,5,890,17,1493,10,1521,14,661,3,676,0,169,3,175,36,2318,19,2372
217041478,14,1333,0,1352,3,400,0,406,0,103,0,105,17,1842,0,1858,0,535,3,542,11,799,0,812,4,169,0,173,10,1508,6,1524,16,1872,3,1888,15,1197,3,1214,5,271,0,278,29,3349,4,3381
217041479,18,1446,6,1471,14,547,0,561,4,141,0,150,33,2137,8,2179,11,957,4,970,21,1469,9,1503,0,210,3,212,38,2630,13,2686,28,2402,9,2437,35,2017,9,2063,4,351,7,364,71,4771,26,4866
217041480,65,4511,13,4592,22,1340,3,1364,5,360,3,375,95,6213,21,6328,40,2846,4,2894,47,3592,11,3650,11,605,3,616,100,7045,21,7161,109,7356,28,7486,69,4934,14,5015,13,967,6,989,187,13252,42,13485
297979799,4,139,0,147,0,10,0,10,0,23,0,23,4,174,0,181,0,12,0,13,0,0,0,0,0,0,0,0,0,10,0,16,4,153,0,160,0,17,0,17,0,23,0,23,4,187,0,194
299999499,607,60585,222,61412,248,28778,111,29131,86,7581,66,7736,942,96942,396,98277,116,10596,36,10738,198,23075,71,23349,47,5014,44,5108,362,38681,154,39201,723,71176,255,72156,444,51855,182,52479,133,12595,111,12840,1297,135628,552,137478
